gakkou	seibetu	q1.1	q1.2	q2	q4	q6	q7
101	1	9	1	10	1	 	2
101	1	9	1	10	1	 	1
101	1	9	4	4	2	1	2
101	1	9	1	5	1	1	2
101	1	9	2	14	1	 	1
101	1	9	4	10	1	1	2
101	1	9	2	10	1	 	1
101	1	9	1	5	2	1	9
101	1	9	1	5	1	 	1
101	1	9	1	5	1	1	2
101	1	9	1	5	2	 	9
101	1	9	1	5	2	 	9
101	1	9	1	6	3	 	9
101	1	9	2	3	2	1	2
101	1	9	1	4	3	1	9
101	1	9	1	5	2	1	9
101	1	9	1	5	2	1	2
101	1	9	1	4	1	1	2
101	1	9	1	6	1	 	1
101	1	9	2	6	1	 	1
101	1	9	3	11	3	1	9
101	1	9	3	10	1	 	2
101	1	9	2	1	1	 	1
101	1	9	1	5	3	1	9
101	1	9	2	10	2	1	2
101	1	9	5	10	1	 	9
101	1	9	3	5	2	 	2
101	1	9	2	5	2	1	9
101	1	9	3	5	2	 	9
101	1	9	1	5	1	 	1
101	1	9	1	5	2	1	9
101	1	9	3	10	2	1	9
101	1	9	1	6	1	 	1
101	1	9	1	10	1	 	9
101	1	9	1	10	2	 	9
101	1	9	4	5	2	 	1
101	1	9	4	1	2	 	9
101	1	9	3	10	1	1	2
101	1	9	2	5	1	1	2
101	1	9	1	5	2	1	9
101	1	9	3	10	2	 	2
101	1	9	2	6	2	1	2
101	1	9	4	3	2	1	2
101	2	9	4	3	1	 	9
101	2	9	1	10	1	 	2
101	2	9	1	10	3	 	9
101	2	9	2	4	1	 	2
101	2	9	3	5	1	 	2
101	2	9	2	10	2	1	9
101	2	9	1	5	2	 	9
101	2	9	1	14	2	1	9
101	2	9	3	3	1	 	9
101	2	9	2	5	3	1	9
101	2	9	1	5	2	 	2
101	2	9	4	10	2	 	9
101	2	9	4	3	2	 	9
101	2	9	2	5	1	 	2
101	2	9	2	10	1	 	2
101	2	9	3	5	1	 	9
101	2	9	5	5	1	 	2
101	2	9	2	10	2	 	2
101	2	9	1	5	2	1	2
101	2	9	3	5	3	1	2
101	2	9	2	6	2	1	9
101	2	9	2	3	1	 	2
101	2	9	1	3	3	1	9
101	2	9	1	5	1	1	9
101	2	9	2	5	1	 	2
101	2	9	3	10	1	 	2
101	2	9	1	10	1	 	2
101	2	9	2	10	2	1	9
101	2	9	4	14	2	1	2
101	2	9	2	10	2	1	9
101	2	9	1	10	1	 	1
101	2	9	1	5	2	 	2
101	2	9	1	10	1	 	9
101	2	9	1	14	2	1	9
101	2	9	2	10	1	 	2
101	2	9	1	5	3	1	9
101	2	9	1	5	1	 	2
101	2	9	3	10	2	 	2
101	2	9	1	10	2	 	9
101	2	9	2	6	1	 	2
101	2	9	1	1	3	1	9
101	2	9	2	10	1	 	2
101	2	9	2	14	2	1	2
101	2	9	1	10	2	 	2
101	2	9	1	14	1	 	2
101	2	9	1	5	2	1	9
101	2	9	1	5	1	 	2
101	2	9	4	3	1	 	2
101	2	9	4	10	2	 	1
101	2	9	4	14	1	 	9
101	2	9	1	10	1	 	2
101	2	9	1	4	1	 	1
101	2	9	2	5	2	1	2
101	2	9	1	5	3	1	9
101	2	9	1	10	2	 	9
101	2	9	5	10	1	 	2
101	2	9	2	10	2	 	2
101	2	9	1	5	1	 	9
102	1	1	1	10	1	 	1
102	1	1	1	5	2	1	2
102	1	1	1	7	2	1	2
102	1	1	1	14	1	 	1
102	1	2	3	1	1	 	1
102	1	1	1	5	2	1	2
102	1	1	1	5	1	 	1
102	1	2	3	10	1	1	2
102	1	1	1	5	2	1	2
102	1	1	1	5	2	1	2
102	1	1	1	10	2	1	2
102	1	1	1	10	2	 	1
102	1	1	1	10	1	1	2
102	1	1	1	5	2	1	2
102	1	1	1	1	1	 	1
102	1	1	1	5	2	1	2
102	1	2	4	11	2	1	2
102	1	2	2	10	2	1	2
102	1	2	2	8	2	1	2
102	1	1	1	6	2	 	1
102	1	2	2	10	2	1	2
102	1	2	4	11	2	1	2
102	1	2	2	5	2	1	2
102	1	1	1	14	1	1	2
102	1	1	1	10	2	1	2
102	1	1	1	10	1	1	2
102	1	2	2	4	2	 	1
102	1	2	2	14	1	 	1
102	1	1	1	6	1	 	1
102	1	2	3	10	2	1	2
102	1	2	2	5	1	 	1
102	1	9	5	5	2	 	1
102	1	2	3	14	1	 	1
102	1	2	2	10	1	 	1
102	1	2	3	5	2	1	2
102	1	1	1	5	1	1	2
102	1	2	4	4	2	1	2
102	1	2	2	5	2	1	2
102	1	1	1	10	2	1	2
102	1	1	1	10	1	1	2
102	1	2	4	8	2	1	2
102	1	2	7	6	2	1	2
102	1	1	1	5	2	1	2
102	1	1	1	5	2	1	2
102	1	9	5	10	2	1	2
102	1	2	3	5	2	1	2
102	1	2	3	5	1	 	1
102	1	1	1	14	2	1	2
102	1	2	2	10	2	1	2
102	1	1	1	4	2	 	1
102	1	2	2	10	1	1	2
102	1	2	4	14	2	 	1
102	1	1	1	5	2	1	2
102	1	1	1	4	1	1	2
102	1	1	1	5	2	1	2
102	1	1	1	10	2	 	1
102	1	2	2	6	2	1	2
102	1	1	1	5	2	1	2
102	1	1	1	10	1	1	2
102	1	1	1	5	2	1	2
102	1	2	2	5	2	1	2
102	1	1	1	5	2	1	2
102	1	1	1	5	2	1	2
102	1	2	3	5	2	1	2
102	2	1	1	8	2	 	1
102	2	1	1	5	2	1	2
102	2	2	2	5	1	 	1
102	2	2	3	5	2	1	2
102	2	1	1	5	2	 	1
102	2	1	1	10	2	 	1
102	2	2	4	10	2	1	2
102	2	1	1	10	1	1	2
102	2	1	1	10	2	1	2
102	2	2	2	8	2	 	1
102	2	2	4	5	2	1	2
102	2	9	7	5	2	 	1
102	2	1	1	4	2	 	1
102	2	1	1	5	2	1	2
102	2	2	2	10	2	 	1
102	2	2	4	5	2	 	1
102	2	2	2	5	1	 	1
102	2	2	2	6	2	1	2
102	2	1	1	10	1	1	2
102	2	2	3	6	2	1	2
102	2	1	1	5	2	1	2
102	2	2	2	5	2	1	2
102	2	1	1	10	1	1	2
102	2	2	3	6	2	 	1
102	2	1	1	10	2	 	1
102	2	2	3	5	2	 	1
102	2	2	2	10	2	 	1
102	2	1	1	14	2	 	1
102	2	2	2	5	1	 	1
102	2	1	1	10	1	 	1
102	2	1	1	5	2	 	1
102	2	1	1	8	1	 	1
102	2	2	2	5	2	1	2
102	2	2	2	6	1	 	1
102	2	2	2	10	2	1	2
102	2	1	1	10	2	 	1
102	2	2	2	5	2	 	1
104	1	9	4	14	1	 	1
104	1	9	3	6	1	1	2
104	1	9	1	5	1	1	2
104	1	9	2	10	2	1	2
104	1	9	1	5	1	 	1
104	1	9	1	5	3	1	2
104	1	9	1	10	2	 	2
104	1	9	3	4	2	 	1
104	1	9	1	10	2	1	2
104	1	9	1	5	1	1	2
104	1	9	2	10	1	 	2
104	1	9	1	10	2	1	2
104	1	9	1	5	2	1	2
104	1	9	1	4	2	1	2
104	1	9	1	5	1	 	1
104	1	9	2	5	2	 	1
104	1	9	1	6	2	1	2
104	1	9	4	10	2	 	2
104	1	9	3	5	2	1	2
104	1	9	1	5	2	1	1
104	1	9	1	4	1	 	1
104	1	9	2	5	2	1	2
104	1	9	1	5	2	1	2
104	1	9	1	5	1	1	2
104	1	9	1	5	1	1	2
104	1	9	1	5	2	1	2
104	1	9	2	8	1	 	1
104	1	9	1	10	2	1	2
104	1	9	1	10	1	1	2
104	1	9	1	14	1	1	2
104	1	9	1	10	3	 	1
104	1	9	1	10	2	1	2
104	1	9	1	10	1	 	1
104	1	9	1	14	1	1	2
104	1	9	3	13	2	1	2
104	1	9	1	4	2	 	1
104	1	9	2	5	3	 	2
104	1	9	1	10	1	 	1
104	1	9	1	5	2	 	2
104	1	9	1	5	2	1	2
104	1	9	3	5	1	1	2
104	1	9	2	10	2	 	1
104	1	9	1	5	1	 	1
104	1	9	1	5	3	 	2
104	1	9	1	4	1	1	1
104	1	9	1	10	2	 	1
104	1	9	3	5	2	1	2
104	1	9	1	5	1	 	1
104	1	9	1	10	2	 	1
104	1	9	1	10	1	 	1
104	1	9	3	6	2	1	2
104	1	9	3	5	2	1	2
104	1	9	2	5	1	 	1
104	1	9	1	5	2	1	2
104	1	9	1	5	2	 	1
104	1	9	1	5	2	 	2
104	1	9	3	5	2	1	2
104	1	9	2	6	1	 	1
104	1	9	2	5	2	1	2
104	1	9	4	5	1	 	1
104	1	9	2	5	2	 	1
104	1	9	1	5	3	1	2
104	1	9	1	7	2	1	2
104	1	9	3	5	2	1	2
104	1	9	1	5	2	 	2
104	1	9	1	5	3	 	2
104	1	9	1	5	2	1	2
104	1	9	1	5	1	1	2
104	1	9	1	5	3	1	2
104	1	9	1	5	2	 	2
104	1	9	1	5	2	1	2
104	1	9	1	5	3	1	2
104	1	9	1	5	2	1	2
104	1	9	1	5	3	1	2
104	1	9	1	10	1	 	1
104	1	9	1	10	2	 	1
104	1	9	1	6	2	1	2
104	1	9	4	5	2	1	2
104	1	9	4	5	2	 	1
104	1	9	3	5	2	1	2
104	1	9	3	5	2	1	2
104	1	9	1	5	3	1	2
104	1	9	1	5	2	1	2
104	1	9	1	4	2	1	2
104	1	9	1	6	2	1	2
104	1	9	2	12	1	 	1
104	1	9	2	10	1	1	2
104	1	9	1	5	1	 	2
104	1	9	1	6	1	 	2
104	1	9	1	10	2	1	2
104	1	9	1	5	1	1	1
104	1	9	1	6	2	 	2
104	1	9	1	4	1	1	2
104	1	9	3	14	2	1	2
104	1	9	6	5	2	1	2
104	1	9	1	13	1	 	1
104	1	9	2	10	3	1	1
104	1	9	1	5	2	1	2
104	1	9	1	5	2	 	1
104	1	9	2	14	1	 	1
104	1	9	2	10	2	 	1
104	1	9	1	5	1	 	1
104	1	9	2	10	1	1	1
104	1	9	1	5	2	 	2
104	1	9	1	1	2	 	2
104	1	9	2	5	2	 	2
104	1	9	1	5	1	 	1
104	1	9	3	10	1	 	1
104	1	9	3	5	2	1	2
104	1	9	1	10	2	1	2
104	1	9	1	5	2	1	2
104	1	9	1	1	1	 	1
104	1	9	2	10	1	1	1
104	1	9	1	7	1	1	1
104	1	9	1	13	2	 	1
104	2	9	2	10	3	1	2
104	2	9	1	5	2	 	2
104	2	9	1	5	2	 	2
104	2	9	1	5	1	 	1
104	2	9	1	5	2	1	2
104	2	9	1	8	1	1	1
104	2	9	2	10	1	 	1
104	2	9	1	5	2	 	2
104	2	9	2	12	1	 	1
104	2	9	2	5	1	 	2
104	2	9	1	5	2	1	2
104	2	9	2	10	3	1	2
104	2	9	1	10	1	 	2
104	2	9	3	5	1	 	2
104	2	9	2	6	2	 	2
104	2	9	1	5	1	1	2
104	2	9	1	5	1	1	2
104	2	9	1	6	2	 	2
104	2	9	1	5	2	 	2
104	2	9	1	5	1	 	1
104	2	9	2	10	1	 	2
104	2	9	2	5	1	 	2
104	2	9	2	10	2	1	2
104	2	9	1	5	1	 	1
104	2	9	1	5	2	1	2
104	2	9	1	5	2	1	2
104	2	9	2	10	2	 	2
104	2	9	2	10	1	 	1
104	2	9	1	10	1	1	2
104	2	9	3	6	2	 	2
104	2	9	1	5	2	 	2
104	2	9	1	11	2	 	2
104	2	9	1	6	2	 	2
104	2	9	1	4	2	1	2
104	2	9	1	10	1	 	2
104	2	9	1	10	1	 	1
104	2	9	1	10	3	1	2
104	2	9	3	10	2	 	2
104	2	9	1	10	2	 	2
104	2	9	1	10	1	 	1
104	2	9	2	4	1	1	2
104	2	9	1	10	2	1	2
104	2	9	1	5	2	 	2
104	2	9	1	5	1	 	1
104	2	9	3	6	2	1	2
104	2	9	4	4	1	 	2
104	2	9	2	6	3	 	2
104	2	9	1	5	1	 	1
104	2	9	1	5	1	 	1
104	2	9	1	6	2	 	2
104	2	9	3	5	3	 	2
104	2	9	1	6	2	 	2
104	2	9	2	5	2	 	2
104	2	9	1	5	1	 	2
104	2	9	2	5	2	 	2
104	2	9	1	10	2	 	2
104	2	9	1	6	2	 	2
104	2	9	1	6	2	 	2
104	2	9	1	10	2	 	2
104	2	9	1	10	2	1	2
104	2	9	2	14	1	1	2
104	2	9	1	6	2	1	2
104	2	9	2	6	2	1	2
104	2	9	1	8	1	 	1
104	2	9	3	5	2	1	2
104	2	9	2	12	2	1	2
104	2	9	1	14	1	 	2
104	2	9	2	10	1	 	2
104	2	9	1	5	1	 	2
104	2	9	3	5	2	1	2
104	2	9	1	5	1	 	1
104	2	9	2	5	1	 	2
104	2	9	1	5	1	 	2
104	2	9	1	5	1	 	2
104	2	9	1	10	2	 	2
104	2	9	3	5	2	 	2
104	2	9	6	10	2	 	2
104	2	9	2	6	2	 	2
104	2	9	1	10	2	1	2
104	2	9	1	10	1	 	2
104	2	9	1	5	2	 	2
104	2	9	1	10	2	 	2
104	2	9	1	5	2	 	1
105	1	9	4	6	2	1	2
105	1	1	1	1	3	1	2
105	1	1	1	5	3	1	2
105	1	9	2	5	1	1	2
105	1	1	1	5	1	 	1
105	1	1	7	6	1	1	2
105	1	1	1	5	2	1	2
105	1	9	3	6	2	 	1
105	1	9	2	10	1	 	1
105	1	9	3	6	2	1	2
105	1	9	3	6	1	 	9
105	1	9	2	6	2	1	9
105	1	1	1	5	2	1	9
105	1	9	4	14	2	 	9
105	1	9	2	5	1	 	1
105	1	1	1	6	1	1	1
105	1	9	2	5	2	 	9
105	1	9	2	6	2	 	9
105	1	1	1	8	2	1	2
105	1	9	2	5	1	 	9
105	1	1	1	6	1	1	9
105	1	9	3	5	3	 	9
105	1	1	1	4	2	 	9
105	1	9	4	14	1	 	9
105	1	1	1	5	1	 	9
105	1	1	1	5	1	 	9
105	1	1	1	5	1	1	9
105	1	9	3	6	2	 	9
105	1	9	3	14	1	1	1
105	1	9	3	10	3	1	2
105	1	1	1	5	3	1	2
105	1	1	1	5	1	1	2
105	1	1	1	6	2	 	9
105	1	1	1	5	2	 	9
105	1	9	3	8	2	1	9
105	1	9	3	1	2	1	9
105	1	9	2	10	2	 	9
105	1	1	1	5	2	 	9
105	1	9	2	4	2	1	9
105	1	1	1	10	2	 	9
105	1	1	1	6	2	 	9
105	1	1	1	5	2	 	9
105	1	1	1	5	1	1	9
105	1	1	2	5	1	 	9
105	1	1	1	14	1	1	9
105	1	1	1	5	2	1	9
105	1	9	4	6	1	1	9
105	1	9	2	5	2	 	9
105	1	9	4	5	2	1	9
105	1	9	4	14	2	1	9
105	1	9	2	5	1	 	9
105	1	9	3	4	2	1	9
105	1	1	1	10	1	1	9
105	1	1	1	6	2	 	9
105	1	1	1	5	3	 	9
105	1	9	4	5	2	1	9
105	1	9	2	13	2	1	9
105	1	1	1	5	1	1	9
105	1	9	2	10	2	 	9
105	1	9	4	5	2	1	9
105	1	1	1	10	1	1	9
105	1	9	3	5	3	1	9
105	1	1	1	10	2	1	2
105	1	9	2	14	2	 	9
105	1	1	1	5	1	1	9
105	1	9	2	14	2	1	9
105	1	1	1	4	3	1	9
105	2	9	3	11	2	1	2
105	2	9	2	5	3	1	2
105	2	9	2	11	3	1	2
105	2	9	2	5	1	1	2
105	2	9	1	5	2	1	2
105	2	9	1	5	1	 	2
105	2	9	2	6	2	1	2
105	2	9	3	10	1	 	2
105	2	9	1	5	1	 	2
105	2	9	2	5	2	 	9
105	2	9	1	10	1	1	9
105	2	9	2	6	1	 	9
105	2	9	2	10	2	 	9
105	2	9	1	6	2	1	9
105	2	9	1	4	2	 	9
105	2	9	3	6	2	 	9
105	2	9	4	14	1	1	2
105	2	9	2	10	2	 	9
105	2	9	4	14	1	1	2
105	2	9	4	5	2	 	9
105	2	9	2	6	2	 	9
105	2	9	1	6	2	 	9
105	2	9	1	10	1	 	9
105	2	9	1	10	1	1	2
105	2	9	1	5	1	 	9
105	2	9	1	5	2	1	9
105	2	9	2	5	1	 	9
105	2	9	2	10	2	 	9
105	2	1	1	5	1	 	9
105	2	9	1	5	2	 	9
105	2	9	2	5	2	1	9
105	2	9	3	5	2	1	2
105	2	9	2	10	1	 	9
105	2	9	1	5	1	1	9
105	2	9	1	1	2	 	2
105	2	9	2	5	2	 	9
105	2	9	1	5	2	1	9
105	2	9	2	5	1	1	9
105	2	9	3	10	2	 	9
105	2	9	3	5	2	1	9
105	2	9	1	6	2	1	9
105	2	9	3	6	1	 	9
105	2	9	1	5	2	1	9
105	2	9	1	5	3	1	2
105	2	9	2	5	2	1	2
105	2	9	2	5	2	1	2
105	2	9	4	14	2	1	2
105	2	9	2	14	1	 	9
105	2	9	1	5	1	 	9
105	2	9	1	5	1	 	9
105	2	9	2	5	1	 	9
105	2	9	1	10	2	1	9
105	2	9	1	5	2	1	9
105	2	9	2	5	1	1	9
105	2	9	2	8	2	1	9
105	2	9	1	5	2	 	9
105	2	9	1	5	2	 	9
105	2	9	1	6	2	1	2
105	2	9	3	5	1	 	9
105	2	9	1	10	1	 	9
105	2	9	1	10	1	 	9
105	2	9	6	6	2	 	9
105	2	9	1	10	1	1	9
105	2	9	1	10	2	 	9
105	2	9	1	5	2	 	9
105	2	9	1	5	3	1	2
105	2	9	2	14	3	 	9
105	2	9	1	6	3	 	9
105	2	9	2	5	2	 	2
105	2	9	1	5	2	 	2
105	2	9	1	5	2	 	2
105	2	9	1	5	2	 	2
105	2	9	1	5	2	 	2
105	2	9	1	5	2	 	2
111	1	9	2	10	1	 	1
111	1	9	2	12	2	 	1
111	1	9	2	4	2	 	1
111	1	9	1	13	3	 	1
111	1	9	1	10	2	 	1
111	1	9	1	10	2	 	1
111	1	9	1	10	2	 	1
111	1	9	1	10	3	 	1
111	1	9	2	10	1	1	2
111	1	9	1	8	2	 	1
111	1	9	1	14	2	 	1
111	1	9	4	10	3	 	1
111	1	9	1	10	2	 	1
111	1	9	1	10	2	1	2
111	1	9	1	10	2	 	1
111	1	9	7	14	1	1	2
111	1	9	1	10	1	 	1
111	1	9	4	4	1	 	1
111	1	9	1	10	1	1	2
111	1	9	3	6	2	1	2
111	1	9	3	10	1	 	1
111	1	9	1	10	2	1	2
111	1	9	2	6	2	1	2
111	1	9	5	10	2	1	2
111	1	9	5	5	1	1	2
111	1	9	2	10	2	 	1
111	1	9	1	8	2	 	1
111	1	9	3	14	3	1	2
111	1	9	1	10	2	1	2
111	1	9	1	10	1	 	1
111	1	9	1	5	1	1	2
111	1	9	1	6	3	 	1
111	1	9	1	6	1	1	2
111	1	9	2	10	1	 	1
111	1	9	2	5	1	 	1
111	1	9	1	4	1	 	1
111	1	9	1	4	1	 	1
111	1	9	1	8	1	1	2
111	1	9	1	10	1	 	1
111	1	9	2	10	2	1	2
111	1	9	2	10	2	 	1
111	1	9	5	6	1	 	1
111	1	9	2	5	2	 	1
111	1	9	4	11	2	1	2
111	1	9	2	6	3	1	2
111	1	9	1	10	3	 	1
111	1	9	4	6	2	 	1
111	1	9	1	6	1	 	1
111	1	9	1	4	1	 	1
111	1	9	1	5	2	1	2
111	1	9	2	10	1	 	1
111	1	9	1	8	1	1	2
111	1	9	2	4	2	1	2
111	1	9	3	14	2	1	2
111	1	9	1	10	2	 	1
111	1	9	1	10	2	1	2
111	1	9	1	4	2	 	1
111	1	9	2	10	1	 	1
111	1	9	1	10	2	 	1
111	1	9	1	11	2	 	1
111	1	9	4	4	1	 	1
111	1	9	2	10	1	 	1
111	1	9	3	10	2	 	1
111	1	9	2	10	1	1	2
111	1	9	4	14	2	 	1
111	1	9	2	4	1	 	1
111	1	9	1	5	2	 	1
111	1	9	4	8	2	1	2
111	1	9	1	10	1	 	1
111	1	9	4	12	1	1	2
111	1	9	1	14	3	 	1
111	1	9	2	10	1	 	1
111	1	9	3	4	2	1	2
111	1	9	2	8	1	 	1
111	1	9	1	5	2	1	2
111	1	9	2	10	1	 	1
111	1	9	4	10	1	1	2
111	1	9	1	10	3	 	1
111	1	9	2	6	2	1	2
111	1	9	2	10	3	1	2
111	1	9	2	10	1	 	1
111	1	9	1	4	2	1	2
111	1	9	1	10	2	1	2
111	1	9	2	10	2	1	2
111	1	9	2	10	2	1	2
111	1	9	1	10	1	 	1
111	1	9	1	10	1	 	1
111	1	9	3	10	1	 	1
111	1	9	2	10	1	1	2
111	1	9	1	10	2	 	1
111	1	9	1	10	2	1	2
111	1	9	2	6	2	 	1
111	1	9	3	4	1	1	2
111	1	9	1	14	1	 	1
111	1	9	3	6	3	1	2
111	1	9	1	5	2	 	1
111	2	9	1	10	2	1	2
111	2	9	1	10	1	 	2
111	2	9	1	6	1	1	2
111	2	9	1	10	2	1	2
111	2	9	1	8	3	1	2
111	2	9	1	12	1	 	1
111	2	9	1	10	2	1	1
111	2	9	1	10	1	 	1
111	2	9	2	6	2	 	1
111	2	9	1	5	3	 	2
111	2	9	3	5	3	 	2
111	2	9	2	10	1	 	2
111	2	9	1	10	1	 	1
111	2	9	2	10	3	 	2
111	2	9	1	5	1	 	2
111	2	9	1	10	1	1	2
111	2	9	1	10	1	1	2
111	2	9	2	5	3	 	1
111	2	9	2	5	1	 	1
111	2	9	2	10	1	 	1
111	2	9	1	10	2	 	1
111	2	9	1	13	2	 	1
111	2	9	1	10	1	 	1
111	2	9	1	10	2	 	1
111	2	9	1	10	1	 	1
111	2	9	4	10	2	1	2
111	2	9	2	10	3	 	1
111	2	9	4	10	1	 	1
111	2	9	2	10	2	 	2
111	2	9	2	5	3	 	2
111	2	9	1	6	2	 	2
111	2	9	3	10	2	1	2
111	2	9	2	10	2	 	1
111	2	9	4	10	1	 	1
111	2	9	4	10	2	1	2
111	2	9	1	5	2	1	2
111	2	9	3	10	2	1	2
111	2	9	2	9	2	1	2
111	2	9	1	10	1	 	1
111	2	9	1	10	1	 	1
111	2	9	1	4	2	 	1
111	2	9	2	10	1	 	1
111	2	9	1	6	1	 	1
111	2	9	4	10	1	 	1
111	2	9	3	10	3	 	1
111	2	9	2	10	1	 	1
111	2	9	3	10	1	 	1
111	2	9	2	10	1	 	1
111	2	9	1	10	1	 	1
111	2	9	1	10	1	 	1
111	2	9	3	10	1	 	1
111	2	9	2	10	1	 	1
111	2	9	6	10	1	 	1
111	2	9	3	6	2	 	1
111	2	9	1	4	2	 	1
111	2	9	2	4	1	 	1
111	2	9	1	10	2	 	1
111	2	9	1	10	1	 	1
111	2	9	2	10	1	 	1
111	2	9	2	10	2	 	1
111	2	9	2	6	3	1	2
111	2	9	1	10	1	1	2
111	2	9	1	10	1	 	1
111	2	9	2	10	1	 	1
111	2	9	1	10	2	 	1
111	2	9	1	6	2	 	1
111	2	9	2	7	1	 	1
111	2	9	3	10	2	 	1
111	2	9	3	10	3	 	1
111	2	9	1	14	2	 	1
111	2	9	1	10	1	1	2
111	2	9	3	10	2	1	2
111	2	9	4	6	2	 	1
111	2	9	2	10	2	 	1
111	2	9	1	10	2	 	1
111	2	9	1	10	1	 	1
112	1	9	3	10	2	1	2
112	1	9	1	5	2	1	2
112	1	9	2	10	1	 	1
112	1	9	3	10	2	1	2
112	1	9	1	10	2	 	1
112	1	9	1	10	2	 	1
112	1	9	1	10	2	1	2
112	1	1	2	6	2	 	1
112	1	9	1	10	2	1	2
112	1	9	2	10	1	 	1
112	1	9	1	10	1	 	1
112	1	9	1	10	2	1	2
112	1	9	1	10	2	1	2
112	1	9	3	10	2	1	2
112	1	9	2	10	2	1	2
112	1	9	1	10	2	1	2
112	1	9	1	10	2	1	2
112	1	9	4	10	2	1	2
112	1	9	1	10	2	 	1
112	1	9	2	10	2	1	2
112	1	9	3	10	1	 	1
112	1	1	3	4	2	 	1
112	1	9	2	4	1	 	1
112	1	9	1	10	1	 	1
112	1	9	2	4	2	1	1
112	1	9	1	10	2	 	1
112	1	9	4	4	2	 	1
112	1	9	1	10	2	 	1
112	1	9	1	10	1	 	1
112	1	9	2	4	1	1	2
112	1	9	1	10	2	 	1
112	1	9	4	14	2	1	2
112	1	9	2	10	2	1	2
112	1	9	1	6	1	1	2
112	1	9	3	10	2	 	1
112	1	2	1	10	1	 	1
112	1	9	1	6	2	 	1
112	1	9	1	10	2	 	1
112	1	9	2	10	1	 	1
112	1	9	2	10	2	 	1
112	1	9	1	10	2	 	1
112	1	9	1	10	2	 	2
112	1	9	4	5	2	1	2
112	1	9	2	4	1	1	1
112	1	9	1	10	2	1	1
112	1	9	3	8	1	1	2
112	1	9	4	10	1	 	1
112	1	9	2	13	1	 	1
112	1	9	4	5	2	1	2
112	1	9	2	10	1	1	1
112	1	9	2	6	1	1	1
112	1	9	1	10	2	 	1
112	1	9	1	10	2	1	2
112	1	9	1	6	1	1	2
112	1	9	4	5	2	 	1
112	1	9	2	10	2	 	1
112	1	2	1	6	1	 	1
112	1	9	1	10	2	 	1
112	1	9	1	12	2	 	1
112	1	9	1	5	2	1	2
112	1	9	1	10	2	1	2
112	1	9	2	10	2	1	2
112	1	9	4	5	2	1	2
112	1	9	1	10	2	 	1
112	1	2	1	4	1	 	1
112	1	9	1	10	1	 	1
112	1	9	2	6	2	 	1
112	1	9	1	10	2	1	2
112	1	9	3	12	2	 	2
112	1	9	2	6	1	 	1
112	1	9	2	4	1	 	1
112	1	1	3	10	1	 	1
112	1	9	1	6	2	1	2
112	1	9	2	5	2	1	2
112	1	9	4	6	1	1	2
112	1	9	3	6	2	 	2
112	1	9	1	10	2	 	1
112	1	9	4	6	2	 	1
112	1	9	1	6	2	 	1
112	1	9	1	6	2	1	2
112	1	9	1	10	2	 	1
112	1	9	1	10	2	 	1
112	1	9	1	6	2	 	1
112	1	2	1	10	2	 	1
112	1	9	1	6	1	 	1
112	1	9	2	10	2	 	1
112	1	9	3	10	2	 	1
112	1	9	2	10	2	 	1
112	1	9	2	14	2	 	1
112	1	9	2	13	1	 	1
112	1	9	1	6	2	 	1
112	1	9	1	10	2	 	1
112	1	9	1	10	2	 	1
112	1	9	2	6	2	 	1
112	1	9	1	10	1	 	1
112	2	9	3	10	2	 	2
112	2	9	2	10	2	 	1
112	2	9	3	10	2	 	4
112	2	9	4	6	2	 	2
112	2	9	2	6	2	1	4
112	2	9	1	10	2	1	4
112	2	9	1	6	2	 	2
112	2	9	1	10	2	 	2
112	2	9	2	5	2	1	2
112	2	9	2	6	2	 	2
112	2	9	2	10	2	1	2
112	2	9	2	10	2	1	2
112	2	9	2	6	2	1	2
112	2	9	4	6	2	1	2
112	2	9	2	10	2	 	2
112	2	9	2	10	2	 	2
112	2	9	1	10	2	 	2
112	2	9	2	6	1	 	1
112	2	9	2	10	2	 	1
112	2	9	3	10	2	 	1
112	2	9	1	10	1	 	1
112	2	9	2	6	2	1	2
112	2	9	1	10	2	1	2
112	2	9	2	6	2	1	2
112	2	9	1	10	2	 	2
112	2	9	2	10	1	 	2
112	2	9	1	10	2	 	2
112	2	9	1	10	2	 	2
112	2	9	3	4	2	 	2
112	2	9	1	10	2	1	2
112	2	9	3	10	2	1	2
112	2	9	2	10	2	1	2
112	2	9	1	10	2	1	2
112	2	9	1	10	2	 	2
112	2	9	3	10	2	1	2
112	2	9	3	10	2	1	2
112	2	9	2	10	2	1	2
112	2	9	4	10	2	 	2
112	2	9	1	14	2	 	2
112	2	9	4	14	2	1	2
112	2	9	1	6	2	 	2
112	2	9	1	10	2	 	2
112	2	9	3	6	2	 	1
112	2	9	3	10	2	 	1
112	2	9	2	6	1	 	1
112	2	9	1	6	1	 	1
112	2	9	1	10	2	1	2
112	2	9	4	10	2	1	2
114	1	9	2	10	1	 	1
114	1	9	3	10	1	 	1
114	1	9	1	10	2	 	1
114	1	9	1	10	1	 	1
114	1	9	2	10	1	 	1
114	1	9	4	1	2	 	1
114	1	9	2	10	2	 	1
114	1	9	2	10	1	 	1
114	1	9	4	10	2	 	1
114	1	9	3	10	2	 	1
114	1	9	1	10	2	 	1
114	1	9	3	6	2	 	1
114	1	9	4	14	2	 	1
114	1	9	1	10	1	 	1
114	1	9	1	10	2	 	1
114	1	9	1	10	2	 	1
114	1	9	1	10	2	 	1
