gakkou	seibetu	q1.1	q1.2	q2	q4	q6	q7
213	2	9	1	12	1	 	9
213	2	9	4	10	1	 	9
213	2	9	4	5	2	 	9
214	1	9	2	1	2	 	1
214	1	9	1	5	2	1	2
214	1	9	2	14	1	 	1
214	1	9	3	12	2	 	1
214	1	9	1	8	2	1	2
214	1	9	4	5	2	1	2
214	1	9	1	5	1	 	1
214	1	9	1	8	2	 	1
214	1	9	1	14	1	 	1
214	1	9	2	12	2	 	1
214	1	9	1	10	2	1	2
214	1	9	1	10	1	 	1
214	1	9	4	14	2	1	1
214	1	9	2	12	1	 	1
214	1	9	3	10	1	 	1
214	1	9	1	10	1	1	1
214	1	9	2	10	1	1	1
214	1	9	2	10	1	 	1
214	1	9	4	10	1	 	1
214	1	9	1	4	2	 	1
214	1	9	2	10	2	 	1
214	1	9	1	10	2	 	1
214	1	9	2	6	2	 	1
214	1	9	1	10	2	 	1
214	1	9	1	10	2	 	1
214	1	9	1	10	2	 	2
214	1	9	4	10	2	1	2
214	1	9	1	10	3	1	1
214	1	9	3	10	2	1	1
214	1	9	2	10	3	 	9
214	1	9	1	10	1	 	1
214	1	9	1	6	1	 	1
214	1	9	2	10	1	 	1
214	1	9	2	6	2	1	2
214	1	9	1	10	1	 	1
214	1	9	2	10	1	1	2
214	1	9	1	4	2	1	2
214	1	9	1	10	2	1	1
214	1	9	1	10	1	1	2
214	1	9	2	10	1	 	1
214	1	9	1	10	1	 	1
214	1	9	4	6	2	 	2
214	1	9	1	6	2	1	2
214	1	9	3	6	1	 	1
214	1	9	1	4	2	1	2
214	1	9	1	10	2	1	2
214	1	9	2	10	1	 	1
214	1	9	2	10	2	1	2
214	1	9	2	4	2	 	2
214	1	1	1	12	2	 	1
214	1	9	2	5	3	 	1
214	1	1	1	10	1	 	1
214	1	9	2	4	1	1	1
214	1	9	3	10	1	 	1
214	1	1	1	13	2	 	1
214	1	1	1	10	1	1	2
214	1	1	1	7	1	1	2
214	1	9	2	6	2	 	1
214	1	1	1	10	2	 	1
214	1	9	2	10	1	 	1
214	1	1	1	10	2	 	1
214	1	9	1	10	1	 	1
214	1	9	4	10	2	 	1
214	1	1	1	10	2	 	1
214	1	9	1	10	2	 	1
214	1	9	1	4	2	 	1
214	1	9	1	10	1	 	1
214	1	9	2	10	2	 	2
214	1	9	4	10	1	 	1
214	1	9	4	6	2	1	2
214	1	9	3	10	3	1	2
214	1	9	2	4	2	1	4
214	1	9	1	10	1	 	1
214	1	9	2	6	2	 	1
214	1	9	3	10	1	 	1
214	1	9	3	10	2	1	2
214	1	9	1	10	1	 	1
214	1	9	2	10	2	1	2
214	1	9	1	10	2	 	1
214	1	9	1	6	1	 	1
214	1	9	2	4	2	 	1
214	1	9	2	6	2	 	1
214	1	9	1	6	1	 	1
214	1	9	2	5	2	1	2
214	1	9	2	6	1	1	2
214	1	9	2	6	2	1	2
214	1	9	2	6	2	1	2
214	1	9	1	4	2	 	1
214	1	9	1	10	1	 	1
214	1	9	1	12	1	 	1
214	1	9	1	4	2	 	1
214	1	9	1	10	1	 	1
214	1	9	1	10	1	1	2
214	1	9	2	10	2	 	1
214	1	9	1	10	1	 	1
214	1	9	1	6	2	1	2
214	1	9	4	5	2	 	1
214	1	9	2	10	1	 	1
214	1	9	2	5	2	 	1
214	1	1	1	10	2	1	2
214	1	9	1	10	2	1	2
214	1	9	1	10	2	 	1
214	1	9	1	5	1	1	2
214	1	1	1	10	2	1	2
214	1	9	4	10	1	 	1
214	1	9	2	10	2	1	2
214	1	9	2	10	1	1	2
214	1	9	2	10	2	 	1
214	1	1	1	10	1	1	2
214	1	9	3	10	1	 	1
214	1	1	1	10	1	 	1
214	1	9	1	10	2	1	2
214	1	9	1	10	1	 	1
214	1	9	3	12	1	 	1
214	1	9	1	6	2	 	2
214	1	9	1	10	2	 	1
214	1	9	1	6	1	 	1
214	1	9	2	10	1	 	1
214	1	9	2	6	1	 	1
214	1	9	3	6	1	 	1
214	1	9	3	11	2	 	1
214	1	9	1	10	2	 	2
214	1	9	2	4	1	 	1
214	1	9	1	6	2	 	2
214	1	9	2	14	3	1	2
214	1	9	1	6	1	1	2
214	1	1	3	5	1	1	2
214	1	9	2	10	2	 	2
214	1	1	2	10	1	 	1
214	1	9	1	10	1	1	2
214	2	9	2	10	2	 	2
214	2	9	3	14	2	 	2
214	2	9	2	4	2	1	2
214	2	9	2	10	2	1	2
214	2	9	2	10	2	1	1
214	2	9	1	10	1	 	1
214	2	9	1	10	2	1	2
214	2	9	2	14	1	 	1
214	2	9	3	6	1	 	1
214	2	9	1	10	2	 	2
214	2	9	2	8	2	1	2
214	2	9	2	10	1	 	1
214	2	9	1	12	2	 	1
214	2	9	1	5	2	 	2
214	2	9	1	10	2	 	2
214	2	9	3	10	1	 	9
214	2	9	1	10	1	 	2
214	2	9	1	10	1	 	2
214	2	9	2	12	1	 	1
214	2	9	1	12	1	 	2
214	2	9	1	10	1	 	2
214	2	9	1	6	3	 	4
214	2	9	1	10	2	 	2
214	2	9	2	10	2	 	2
214	2	9	1	10	2	 	1
214	2	9	1	10	3	 	2
214	2	9	1	10	1	 	2
214	2	9	3	10	2	 	2
214	2	9	2	10	1	 	1
214	2	9	1	10	1	 	2
214	2	9	1	10	2	 	2
214	2	9	3	10	2	 	2
214	2	9	1	10	1	 	1
214	2	9	3	10	1	 	1
214	2	9	1	10	1	 	1
214	2	9	1	10	2	 	2
214	2	9	1	10	2	 	2
214	2	9	2	10	1	 	1
214	2	9	1	10	1	 	1
214	2	9	1	10	2	 	2
214	2	9	1	6	2	 	2
214	2	9	3	10	2	 	2
214	2	9	1	10	1	 	1
214	2	9	3	10	2	 	2
214	2	9	2	14	1	 	2
214	2	9	1	10	2	 	2
214	2	9	1	10	1	 	2
214	2	9	1	6	2	1	2
214	2	9	1	10	2	 	2
214	2	9	1	10	2	 	2
214	2	9	2	14	1	 	2
214	2	9	4	10	1	 	2
214	2	9	1	10	1	 	1
214	2	9	1	8	1	 	1
214	2	9	1	10	1	 	2
214	2	9	2	10	2	 	2
214	2	9	1	10	2	 	2
214	2	9	1	10	1	1	1
214	2	9	1	14	3	 	2
214	2	9	2	13	1	 	2
214	2	9	2	10	2	 	2
214	2	9	2	5	2	 	2
214	2	9	3	6	3	 	2
214	2	9	2	10	1	 	2
214	2	9	2	12	1	 	2
214	2	9	1	10	1	 	1
214	2	9	2	10	2	 	1
214	2	9	1	10	1	 	2
214	2	9	1	5	1	 	2
214	2	9	1	10	2	 	2
214	2	9	1	10	1	 	2
214	2	9	1	10	2	 	2
214	2	9	1	6	1	 	1
214	2	9	3	10	1	 	1
214	2	9	2	10	1	 	1
214	2	9	1	10	1	 	1
214	2	9	2	5	2	 	2
214	2	9	1	10	1	 	1
214	2	9	1	10	2	 	2
214	2	9	1	6	1	 	1
214	2	9	1	6	1	 	1
214	2	9	2	10	1	 	2
214	2	9	1	10	1	 	2
214	2	9	1	12	1	 	2
214	2	9	2	4	2	 	1
214	2	9	1	10	2	 	2
214	2	9	1	5	2	 	2
214	2	9	2	12	2	 	2
214	2	9	4	10	1	 	2
214	2	9	1	10	1	 	1
214	2	9	1	4	2	 	2
214	2	9	1	10	1	 	2
214	2	9	1	10	2	 	2
221	1	9	2	10	1	1	2
221	1	1	1	10	1	 	1
221	1	1	1	6	1	1	2
221	1	9	4	6	1	1	2
221	1	1	1	10	1	 	1
221	1	1	1	10	1	1	2
221	1	9	3	4	1	 	1
221	1	9	3	5	1	 	1
221	1	1	1	10	1	1	2
221	1	9	2	6	2	1	2
221	1	1	1	4	1	1	2
221	1	9	1	6	1	1	2
221	1	9	2	5	1	 	2
221	1	1	1	10	1	 	1
221	1	9	2	6	3	1	2
221	1	9	3	6	2	 	9
221	1	1	1	6	2	1	2
221	1	9	2	8	2	 	1
221	1	1	1	10	2	 	2
221	1	9	3	8	2	 	2
221	1	1	1	10	2	 	1
221	1	9	1	12	1	 	1
221	1	9	3	10	2	 	1
221	1	9	2	6	2	1	2
221	1	9	2	12	1	 	1
221	1	1	1	10	2	1	2
221	1	9	1	10	1	1	2
221	1	9	1	12	2	1	2
221	1	9	2	10	1	 	1
221	1	1	1	5	3	1	2
221	1	9	4	6	1	 	1
221	1	1	1	6	2	1	2
221	1	9	2	4	2	1	2
221	1	9	2	6	1	 	1
221	1	9	3	14	2	 	1
221	1	9	3	6	1	 	1
221	1	9	4	6	2	 	1
221	1	9	3	13	1	 	1
221	1	1	1	12	1	 	1
221	1	9	2	6	1	 	2
221	1	1	1	10	1	1	2
221	1	9	1	6	2	 	1
221	1	1	1	6	1	1	2
221	1	9	1	14	3	 	2
221	1	9	3	10	2	1	2
221	1	9	4	6	2	1	2
221	1	9	3	10	2	 	2
221	1	9	2	5	1	1	2
221	1	1	1	5	2	1	2
221	1	9	3	10	3	1	2
221	1	1	1	8	1	 	2
221	1	9	1	10	1	1	2
221	1	9	3	10	1	 	1
221	1	9	2	6	1	 	2
221	1	9	4	12	2	 	1
221	1	9	4	4	2	 	2
221	1	9	3	9	1	 	1
221	1	9	3	13	1	 	1
221	1	1	1	14	1	1	2
221	1	9	1	4	1	 	1
221	1	9	1	10	1	1	1
221	1	9	1	14	2	1	2
221	1	1	1	10	1	 	1
221	1	9	3	14	2	1	2
221	1	1	1	4	2	1	2
221	1	9	2	5	2	1	2
221	1	9	3	4	2	1	2
221	1	1	1	10	1	 	1
221	1	9	4	10	3	1	2
221	1	1	1	10	3	 	1
221	1	9	3	10	2	1	2
221	1	9	2	8	1	 	2
221	1	9	2	6	2	1	2
221	1	9	4	6	2	 	2
221	1	1	1	10	1	 	1
221	1	9	1	10	2	 	1
221	1	9	3	10	1	1	2
221	1	1	1	6	2	1	2
221	1	9	4	10	1	 	1
221	1	1	1	8	3	1	2
221	1	9	1	4	1	1	2
221	1	9	1	4	2	 	1
221	1	9	4	6	1	 	1
221	1	9	2	12	1	 	1
221	1	1	1	5	1	1	2
221	1	9	1	8	2	1	2
221	1	9	2	5	2	1	2
221	1	9	2	10	1	1	2
221	1	1	1	5	2	1	2
221	1	9	2	10	1	 	1
221	1	9	4	6	1	 	1
221	1	9	2	6	2	 	1
221	1	9	3	6	1	 	1
221	1	9	1	10	2	1	2
221	1	9	6	10	1	1	2
221	1	9	4	6	2	1	2
221	1	9	2	6	1	 	1
221	1	9	3	10	1	 	1
221	1	1	1	14	3	1	2
221	1	9	2	6	1	 	1
221	1	1	1	7	1	1	1
221	1	9	4	5	1	 	2
221	1	1	1	10	1	 	1
221	1	9	3	14	2	1	2
221	1	1	1	8	1	 	1
221	1	9	3	14	1	 	1
221	1	1	1	6	1	 	1
221	1	1	1	4	1	 	2
221	1	9	1	10	1	 	1
221	1	9	1	8	1	 	1
221	1	9	1	10	2	 	1
221	1	9	1	10	2	1	2
221	1	9	3	10	2	1	2
221	1	1	1	6	1	1	2
221	1	9	3	6	2	 	1
221	1	9	3	10	1	 	1
221	1	9	3	4	2	1	2
221	1	9	3	5	3	 	2
221	2	9	1	4	1	 	2
221	2	9	1	10	1	 	1
221	2	9	1	10	2	 	2
221	2	9	2	10	2	 	2
221	2	9	3	14	2	 	2
221	2	9	2	8	2	 	2
221	2	9	1	14	2	1	2
221	2	9	2	12	2	1	2
221	2	9	3	6	2	 	2
221	2	9	3	10	1	 	2
221	2	9	1	5	2	1	2
221	2	9	3	10	1	 	2
221	2	9	4	10	1	1	2
221	2	9	1	5	3	 	2
221	2	9	3	10	2	 	2
221	2	9	4	10	2	 	2
221	2	9	1	10	3	 	2
221	2	9	2	4	1	1	2
221	2	9	1	8	1	 	1
221	2	9	1	5	3	1	2
221	2	9	2	6	1	 	2
221	2	9	2	10	1	 	2
221	2	9	3	6	1	 	2
221	2	9	2	4	2	 	2
221	2	9	1	6	2	 	2
221	2	9	1	14	3	1	2
221	2	9	3	10	2	 	2
221	2	9	2	10	1	 	1
221	2	9	2	10	1	1	2
221	2	9	2	10	1	1	2
221	2	9	1	10	2	 	2
221	2	9	2	10	1	 	2
221	2	9	2	6	1	 	2
221	2	9	3	10	3	 	2
221	2	9	1	10	1	 	2
221	2	9	1	10	1	 	1
221	2	9	1	6	2	 	2
221	2	9	2	6	2	1	2
221	2	9	1	10	2	 	2
221	2	9	1	4	2	 	2
221	2	9	2	11	1	1	2
221	2	9	2	6	1	 	2
221	2	9	4	5	2	1	2
221	2	9	3	4	2	 	2
221	2	9	4	4	2	 	2
221	2	9	3	5	1	 	2
221	2	9	1	10	2	 	2
221	2	9	2	6	1	 	1
221	2	9	2	10	2	 	2
221	2	9	3	11	2	 	2
221	2	9	1	14	1	1	2
221	2	9	2	5	2	1	2
221	2	9	1	10	1	1	2
221	2	9	2	5	2	1	2
221	2	9	2	8	1	1	2
221	2	9	2	5	1	 	2
221	2	9	4	4	2	1	2
221	2	9	1	10	1	 	1
221	2	9	2	10	2	 	2
221	2	9	2	6	2	 	1
221	2	9	2	5	2	 	2
221	2	9	2	14	1	 	2
221	2	9	1	10	1	 	1
221	2	9	4	14	2	 	2
221	2	9	2	8	1	 	1
221	2	9	1	10	1	 	1
221	2	9	3	10	1	 	2
221	2	9	1	10	2	1	1
221	2	9	4	6	1	 	2
221	2	9	2	12	1	 	1
221	9	9	9	11	2	 	1
222	1	9	3	6	3	 	1
222	1	1	1	10	1	 	1
222	1	9	4	4	1	1	2
222	1	9	2	4	1	1	2
222	1	1	1	10	1	 	1
222	1	1	1	6	1	 	1
222	1	1	1	10	1	 	1
222	1	1	1	8	2	1	2
222	1	1	1	10	2	 	1
222	1	9	2	10	2	 	9
222	1	1	1	12	1	 	1
222	1	9	2	10	1	 	1
222	1	2	1	10	3	 	2
222	1	9	2	6	1	 	1
222	1	1	1	10	1	 	1
222	1	1	1	10	1	 	1
222	1	1	1	14	2	 	9
222	1	9	3	6	1	 	9
222	1	1	1	5	2	 	9
222	1	1	1	8	1	1	2
222	1	1	1	10	1	 	1
222	1	1	1	6	1	 	1
222	1	9	2	14	1	1	2
222	1	1	1	9	2	 	9
222	1	1	1	10	1	 	1
222	1	9	3	12	2	1	2
222	1	1	1	4	2	 	9
222	1	1	1	6	1	 	1
222	1	9	2	10	2	1	2
222	1	9	2	6	1	1	2
222	1	1	1	10	1	1	2
222	1	1	1	6	2	 	9
222	1	1	1	10	2	1	2
222	1	9	2	10	2	1	2
222	1	9	2	6	1	 	1
222	1	1	1	6	2	 	1
222	1	9	3	10	1	 	1
222	1	1	1	10	1	1	2
222	1	9	4	10	1	1	1
222	1	1	1	6	1	 	1
222	1	1	1	6	1	 	9
222	1	9	2	6	1	 	1
222	1	9	3	6	2	 	2
222	1	1	1	14	1	 	1
222	1	9	4	10	1	 	1
222	1	9	2	4	1	1	2
222	1	1	1	10	2	 	1
222	1	9	2	10	1	 	1
222	1	1	1	6	2	 	1
222	1	9	4	4	2	 	1
222	1	9	2	6	2	1	2
222	1	9	2	4	3	 	2
222	1	9	2	14	3	1	2
222	1	9	3	6	1	 	1
222	1	9	2	8	1	 	9
222	1	9	4	4	1	1	9
222	1	9	2	9	1	1	9
222	1	9	5	10	2	 	9
222	1	9	2	10	2	 	9
222	1	9	3	4	1	 	9
222	1	9	3	6	1	 	9
222	1	1	1	14	1	1	9
222	1	9	2	1	1	 	9
222	1	1	1	8	2	 	1
222	1	9	2	6	1	1	2
222	1	1	1	7	1	1	2
222	1	1	1	4	1	1	2
222	1	1	1	6	1	1	2
222	1	1	1	11	2	1	2
222	1	1	1	8	2	 	1
222	1	9	4	10	3	 	1
222	1	1	1	11	2	 	2
222	1	9	3	6	2	 	9
222	1	1	1	10	1	1	2
222	1	1	1	10	1	1	2
222	1	9	2	10	1	 	1
222	1	9	2	4	2	 	1
222	1	9	2	8	2	1	2
222	1	9	2	10	1	 	1
222	1	1	1	4	1	 	1
222	1	1	1	10	1	1	2
222	1	1	1	6	1	 	1
222	1	1	1	10	2	 	1
222	1	9	2	8	2	 	9
222	1	1	1	8	2	1	2
222	1	9	3	10	2	1	2
222	1	1	1	4	2	 	9
222	1	9	2	10	2	1	2
222	1	9	2	10	1	 	9
222	1	9	4	11	1	1	2
222	1	1	1	10	2	 	9
222	1	9	2	6	1	 	2
222	1	9	4	6	1	1	2
222	1	1	1	6	1	 	1
222	1	1	1	10	3	 	9
222	1	9	2	10	2	 	9
222	1	1	1	10	2	 	9
222	1	9	3	4	1	 	9
222	1	9	2	4	2	 	2
222	1	1	1	14	1	 	9
222	1	9	3	8	3	 	9
222	2	9	2	10	1	 	9
222	2	9	4	6	2	 	9
222	2	9	2	4	2	 	9
222	2	9	3	6	1	 	9
222	2	9	1	8	1	 	9
222	2	9	1	6	1	 	9
222	2	9	7	10	2	 	9
222	2	9	3	10	2	 	9
222	2	9	2	10	2	 	9
222	2	9	2	10	2	 	9
222	2	9	1	10	2	 	9
222	2	9	3	11	1	 	9
222	2	9	2	12	2	 	2
222	2	9	2	10	1	 	9
222	2	9	1	4	1	 	9
222	2	9	2	12	1	 	9
222	2	9	2	10	2	 	9
222	2	9	2	5	2	 	9
222	2	9	4	10	3	 	9
222	2	9	1	8	1	 	9
222	2	9	5	10	2	 	9
222	2	9	3	10	2	 	9
222	2	9	1	8	1	 	9
222	2	9	2	10	2	 	9
222	2	9	1	10	2	 	9
222	2	9	4	10	2	 	9
222	2	9	3	10	2	 	9
222	2	9	2	10	2	 	9
222	2	9	1	10	1	 	9
222	2	9	2	10	1	 	9
222	2	9	1	10	1	 	9
222	2	9	1	10	2	 	9
222	2	9	1	8	1	 	9
222	2	9	2	10	3	1	9
222	2	9	3	6	1	 	2
222	2	9	3	6	1	1	2
222	2	9	2	10	2	 	2
222	2	9	1	10	2	1	2
222	2	9	1	10	2	 	2
222	2	9	1	10	2	 	2
222	2	9	3	6	1	 	9
222	2	9	1	10	2	1	2
222	2	9	2	10	2	 	2
222	2	9	1	4	1	 	9
222	2	9	1	10	1	 	9
222	2	9	1	10	1	 	9
222	2	9	3	4	1	 	9
222	2	9	2	6	2	 	9
222	2	9	2	10	2	 	9
222	2	9	3	10	1	 	9
222	2	9	3	10	2	 	9
222	2	9	2	5	2	 	9
222	2	9	1	6	2	 	9
222	2	9	3	10	1	 	1
222	2	9	1	10	2	 	9
222	2	9	2	10	2	 	2
222	2	9	3	6	2	 	1
222	2	9	3	14	2	 	2
222	2	9	1	10	1	 	9
222	2	9	1	5	1	 	2
222	2	9	2	10	2	 	2
222	2	9	1	10	2	 	2
222	2	9	4	10	1	1	2
222	2	9	1	10	2	 	2
222	2	9	1	6	2	 	2
222	2	9	3	11	2	 	9
222	2	9	3	14	1	 	9
222	2	9	3	10	2	 	9
222	2	9	1	4	1	 	9
222	2	9	2	10	1	 	9
222	2	9	1	10	1	 	9
222	2	9	3	6	1	 	9
222	2	9	1	6	1	 	9
222	2	1	1	4	3	 	2
222	2	9	1	8	2	 	2
222	2	9	2	10	1	 	2
222	2	9	3	10	2	 	2
222	2	9	1	10	2	 	2
222	2	9	2	10	3	 	2
222	2	9	1	10	2	 	2
222	2	9	1	10	2	1	2
222	2	9	3	10	2	 	2
222	2	9	1	11	1	 	9
222	2	9	1	14	2	 	9
222	2	9	1	7	1	 	9
222	2	9	4	10	2	 	9
222	2	9	1	4	1	 	9
222	2	9	3	6	1	 	9
222	2	9	2	10	1	 	9
222	2	9	3	11	1	1	2
222	2	9	1	10	1	 	9
222	2	9	2	10	1	 	9
222	2	9	1	8	1	 	9
222	2	9	2	12	1	 	9
222	2	9	2	14	1	 	9
222	2	9	1	8	1	 	9
222	2	9	2	6	1	 	9
222	2	9	1	12	2	 	9
222	2	9	2	8	3	 	9
222	2	9	3	6	1	 	9
222	9	9	7	10	1	1	2
223	1	9	1	10	1	 	1
223	1	9	4	10	2	 	1
223	1	9	1	12	1	 	9
223	1	9	3	6	1	 	1
223	1	9	1	10	2	 	2
223	1	9	1	6	2	 	1
223	1	9	2	4	1	1	2
223	1	9	2	4	1	 	1
223	1	9	1	6	2	 	1
223	1	9	1	10	2	 	1
223	1	9	2	6	2	 	1
223	1	9	2	14	2	 	1
223	1	9	1	10	2	 	1
223	1	9	1	8	1	1	2
223	1	9	1	6	1	1	1
223	1	9	3	10	3	 	1
223	1	9	3	5	2	 	9
223	1	9	3	6	1	 	9
223	1	9	3	10	3	 	9
223	1	9	2	5	2	 	9
223	1	1	1	10	2	 	9
223	1	1	1	14	1	 	9
223	1	9	3	5	1	 	9
223	1	9	1	4	2	 	9
223	1	9	2	10	1	 	9
223	1	9	4	10	1	 	9
223	1	9	2	14	1	 	9
223	1	9	2	10	1	 	9
223	1	9	4	4	1	 	9
223	1	9	2	12	1	 	9
223	1	9	2	4	1	 	1
223	1	9	1	5	2	1	2
223	1	9	3	10	1	 	1
223	1	9	1	5	2	 	2
223	1	9	2	10	1	 	1
223	1	9	1	11	1	 	1
223	1	9	3	6	2	 	2
223	1	9	2	14	1	 	1
223	1	9	1	6	1	 	1
223	1	9	1	6	2	1	2
223	1	9	1	11	2	1	2
223	1	9	2	10	1	 	1
223	1	9	1	6	2	 	1
223	1	9	4	10	2	1	2
223	1	9	1	4	2	1	2
223	1	9	1	6	1	 	1
223	1	9	1	8	2	1	2
223	1	9	3	4	2	1	2
223	1	9	2	10	1	 	1
223	1	9	2	4	1	1	2
223	1	9	1	10	2	 	2
223	1	9	1	10	1	 	1
223	1	9	1	10	1	 	1
223	1	9	4	10	2	1	2
223	1	9	1	6	2	1	2
223	1	9	1	14	2	 	2
223	1	9	2	10	1	 	1
223	1	9	1	10	2	 	1
223	1	9	1	6	2	 	1
223	1	9	1	7	1	 	1
223	1	9	1	6	2	1	2
223	1	9	2	10	2	 	1
223	1	9	3	10	1	1	9
223	1	9	1	6	2	1	9
223	1	9	1	4	2	 	9
223	1	9	4	8	3	 	9
223	1	9	1	10	2	 	9
223	1	9	1	10	2	 	9
223	1	9	1	14	3	1	9
223	1	9	2	6	3	 	9
223	1	9	1	6	3	 	9
223	1	9	2	6	1	 	9
223	1	9	1	6	1	 	9
223	1	9	1	12	2	 	9
223	1	9	1	6	1	 	9
223	1	9	3	6	2	 	9
223	1	9	1	11	2	1	9
223	1	9	2	10	2	 	9
223	1	9	1	4	1	 	9
223	1	9	1	6	2	 	9
223	1	9	2	6	2	 	9
223	1	9	2	12	2	 	9
223	1	9	1	6	2	 	9
223	1	9	2	4	1	 	9
223	1	9	1	14	2	 	9
223	1	9	2	7	1	 	9
223	1	9	2	10	1	 	9
223	1	9	1	10	2	 	9
223	1	9	2	14	1	 	9
223	1	9	1	12	2	 	9
223	1	9	1	4	1	1	1
223	1	9	1	10	2	 	1
223	1	9	2	10	2	 	2
223	1	9	3	11	2	 	1
223	1	9	2	6	1	 	1
223	1	9	1	6	2	 	1
223	1	9	1	5	2	 	2
223	1	9	1	5	2	 	1
223	1	9	1	10	1	1	1
223	1	9	2	4	2	1	2
223	1	9	2	10	2	1	2
223	1	9	2	6	1	 	1
223	1	9	1	10	1	1	1
223	1	9	1	6	1	 	1
223	1	9	1	5	2	 	1
223	1	9	3	6	2	 	2
223	1	9	1	10	1	 	1
223	1	9	4	10	1	 	1
223	1	9	1	6	1	 	1
223	1	9	1	10	1	 	1
223	1	9	1	6	2	 	1
223	1	9	1	11	2	 	1
223	1	9	1	6	1	 	1
223	1	9	3	4	1	1	2
223	1	9	2	6	1	1	2
223	1	9	1	8	1	1	2
223	1	9	1	4	1	1	3
223	1	9	3	4	1	1	2
223	1	9	1	6	2	1	3
223	1	9	2	4	2	 	1
223	1	9	3	10	2	 	1
223	1	9	2	6	2	1	2
223	1	1	1	14	1	1	9
223	1	1	1	5	2	1	9
223	1	9	2	10	2	 	9
223	1	9	2	6	2	 	9
223	1	9	4	5	1	 	9
223	1	9	2	6	2	 	9
223	1	9	2	10	2	 	9
223	1	9	2	10	2	 	9
223	1	1	1	10	2	 	9
223	1	1	1	10	1	 	9
223	1	9	2	14	1	 	9
223	1	1	1	5	2	 	9
223	1	9	2	10	1	 	9
223	1	1	1	10	2	 	9
223	2	9	1	4	3	 	9
223	2	9	1	6	2	 	2
223	2	9	3	10	1	1	9
223	2	9	1	13	3	 	9
223	2	9	1	6	1	 	1
223	2	9	3	5	2	 	9
223	2	9	1	6	1	 	9
223	2	9	1	6	2	 	9
223	2	9	2	4	2	 	9
223	2	9	1	10	1	 	9
223	2	9	3	14	3	 	9
223	2	9	2	10	1	1	9
223	2	9	5	4	2	 	9
223	2	9	2	10	2	 	9
223	2	9	2	10	2	 	9
223	2	9	1	10	1	 	9
223	2	9	4	14	2	 	9
223	2	9	2	6	1	 	9
223	2	9	4	6	2	 	9
223	2	9	3	6	2	 	9
223	2	9	2	5	3	 	9
223	2	1	1	10	2	 	9
223	2	1	1	14	2	 	9
223	2	9	2	6	2	 	9
223	2	9	3	6	2	 	9
223	2	9	1	14	2	 	2
223	2	9	1	6	2	 	2
223	2	9	1	4	1	 	2
223	2	9	1	10	2	 	2
223	2	9	2	10	2	 	2
223	2	9	2	10	2	 	2
223	2	9	2	10	1	 	2
223	2	9	4	14	1	 	2
223	2	9	1	4	2	 	2
223	2	9	3	6	1	1	2
223	2	9	4	10	2	 	2
223	2	9	1	6	2	 	2
223	2	9	1	4	2	 	2
223	2	9	2	5	2	 	2
223	2	9	2	6	2	 	2
223	2	9	4	4	2	 	2
223	2	9	2	6	2	 	2
223	2	9	1	5	2	 	2
223	2	9	2	10	2	 	2
223	2	9	2	10	1	 	2
223	2	9	2	6	2	 	2
223	2	9	1	10	1	 	1
223	2	9	2	10	2	 	2
223	2	9	3	10	2	 	2
223	2	9	1	6	2	 	2
223	2	9	1	6	1	 	2
223	2	9	1	4	2	 	9
223	2	9	1	10	1	 	9
223	2	9	2	10	1	 	9
223	2	9	2	6	2	 	9
223	2	9	3	6	1	1	9
223	2	9	1	8	2	 	9
223	2	9	2	10	1	1	9
223	2	9	3	10	1	 	9
223	2	9	2	10	2	 	9
223	2	9	2	10	2	 	9
223	2	9	2	10	2	 	9
223	2	9	1	6	1	1	9
223	2	9	1	10	1	 	9
223	2	9	2	10	2	 	9
223	2	9	1	10	1	 	9
223	2	9	1	6	2	 	2
223	2	9	2	6	1	1	1
223	2	9	1	6	3	 	2
223	2	9	1	4	1	1	2
223	2	9	1	8	1	1	2
223	2	9	1	6	2	 	2
223	2	9	1	4	1	 	2
223	2	9	2	8	2	 	2
223	2	9	2	10	1	 	1
223	2	9	1	12	1	 	2
223	2	9	1	6	1	 	2
223	2	9	1	10	1	 	1
223	2	9	1	14	1	 	1
223	2	9	1	8	2	 	2
223	2	9	3	10	2	 	4
223	2	9	4	4	2	 	4
223	2	9	1	4	3	 	4
223	2	9	1	5	2	1	2
223	2	9	3	6	2	1	3
223	2	9	3	10	2	 	2
223	2	1	1	6	1	 	9
223	2	1	1	10	2	 	9
223	2	1	1	5	2	 	9
223	2	9	2	5	3	 	9
223	2	9	2	6	1	 	9
223	2	1	1	6	1	 	9
223	2	9	2	14	1	 	9
223	2	1	1	14	2	 	9
223	2	9	2	10	1	 	9
223	2	9	2	5	2	 	9
223	2	9	2	5	3	 	9
223	2	1	1	5	2	 	9
231	1	9	2	13	1	 	1
231	1	9	2	10	2	 	2
231	1	9	1	12	2	 	2
231	1	9	3	4	2	1	2
231	1	9	1	6	1	 	2
231	1	9	2	6	2	 	2
231	1	9	3	5	2	1	2
231	1	9	1	6	1	 	1
231	1	9	2	4	2	 	9
231	1	9	1	6	2	1	9
231	1	9	1	6	1	 	1
231	1	9	1	10	1	 	2
231	1	9	4	6	2	 	2
231	1	9	4	4	2	 	2
231	1	9	2	10	1	 	1
231	1	9	1	6	1	 	1
231	1	9	1	6	1	 	1
231	1	9	1	6	2	 	1
231	1	9	1	10	2	1	2
231	1	9	3	10	1	 	1
231	1	9	1	6	2	 	2
231	1	9	2	6	1	1	2
