gakkou	seibetu	q2_1	q2_2	q2_3	q2_4	q2_5	q2_6	q3.1	q3.2	q4.1	q4.3.1	q4.3.2	q6	q7	q8	q9.1.2	q9.2	q10	q11	q12	q13
101	1	2	 	 	 	 	 	1	3	11	2	11	33	1	1000	  2014	1	5650	2	4	 
101	1	2	 	 	 	 	 	1	2	14	2	4	36	10	1000	  2013	1	5300	2	1	 
101	1	5	 	 	 	 	 	1	1	5	2	5	36	1	1000	  2021	1	6700	2	1	 
101	1	1	 	 	 	 	 	2	2	14	2	5	36	1	1000	  2011	1	6000	2	1	 
101	1	5	 	 	 	 	 	2	3	14	2	6	36	1	1000	  2011	1	5800	2	1	1
101	1	1	 	 	 	 	 	1	1	4	2	2	34	1	500	 20103	1	6682	2	1	 
101	1	5	 	 	 	 	 	2	3	5	2	8	34	1	500	  2016	1	6682	2	1	 
101	1	2	 	 	 	 	 	1	1	4	2	7	34	1	500	 20103	1	6682	2	1	 
101	1	2	 	 	 	 	 	2	4	14	2	8	34	1	500	  2015	1	6000	2	1	 
101	1	1	 	 	 	 	 	1	1	14	2	4	34	1	500	  2015	1	6000	2	1	 
101	1	1	 	 	 	 	 	2	4	5	2	7	34	1	500	 20103	1	6000	2	1	 
101	1	5	 	 	 	 	 	1	1	10	2	5	37	1	1000	 20106	1	7300	2	1	 
101	1	2	 	 	 	 	 	2	2	6	2	5	37	1	1000	  2013	1	7300	2	1	 
101	1	2	 	 	 	 	 	2	2	10	2	6	37	1	1000	 20106	1	6000	2	1	 
101	1	2	 	 	 	 	 	2	3	11	2	6	36	1	1000	  2023	9	5800	2	1	1
101	1	5	 	 	 	 	 	2	3	6	2	4	35	1	1000	  2017	1	5500	2	1	 
101	1	5	 	 	 	 	 	1	1	5	2	3	37	1	200	  2015	9	6565	2	1	1
101	1	2	 	 	 	 	 	1	1	5	2	7	37	1	200	 20106	9	6565	2	1	1
101	1	2	 	 	 	 	 	1	1	5	2	4	35	1	500	  2017	1	4280	2	1	 
101	1	5	 	 	 	 	 	2	2	5	2	8	35	1	500	  2017	1	4280	2	1	1
101	1	5	 	 	 	 	 	2	2	5	2	5	35	1	500	  2017	1	4500	2	1	1
101	1	1	 	 	 	 	 	1	1	6	2	5	20	1	1000	  2041	9	5500	2	1	 
101	1	5	 	 	 	 	 	2	2	5	2	6	20	1	1000	  2041	9	5500	2	1	1
101	1	1	 	 	 	 	 	1	1	5	2	5	33	1	500	  1016	9	5700	2	1	 
101	1	5	 	 	 	 	 	2	2	5	2	5	33	1	500	 10106	9	5700	2	1	1
101	1	2	 	 	 	 	 	2	3	5	2	5	33	1	500	 10106	9	5700	2	1	 
101	1	1	 	 	 	 	 	2	3	5	2	6	33	1	500	  1012	9	4900	2	1	 
101	1	5	 	 	 	 	 	1	1	5	2	6	33	1	500	  1012	9	4975	2	1	1
101	1	1	 	 	 	 	 	1	1	14	2	1	37	150	220	  1023	9	5217	2	1	 
101	1	2	 	 	 	 	 	2	1	5	2	7	34	1	9999	  1015	9	4800	2	1	 
101	1	1	 	 	 	 	 	2	4	3	2	12	37	1	1000	  1015	9	5200	2	1	 
101	1	2	 	 	 	 	 	1	3	1	2	5	37	1	1000	 10106	9	5300	2	1	 
101	1	5	 	 	 	 	 	1	1	5	2	4	37	1	100	  1011	9	4625	2	1	1
101	1	1	 	 	 	 	 	1	1	5	2	3	37	1	100	  1017	9	4500	2	1	 
101	1	2	 	 	 	 	 	2	4	11	2	6	37	1	100	  1016	9	4800	2	1	 
101	1	2	 	 	 	 	 	1	1	14	2	5	25	1	40	  1052	9	4573	2	1	 
101	1	2	 	 	 	 	 	1	1	5	2	3	25	1	40	  1051	9	5141	2	1	 
101	1	5	 	 	 	 	 	2	2	5	2	10	37	150	30	  1015	9	5200	2	4	 
101	1	1	 	 	 	 	 	2	2	5	3	4	37	150	30	  1015	9	4840	2	4	 
101	1	2	 	 	 	 	 	1	1	8	1	99	37	150	30	  1015	9	5500	2	4	 
101	1	2	 	 	 	 	 	2	4	14	2	5	37	1	35	  1011	9	5200	2	1	 
101	1	2	 	 	 	 	 	2	2	3	2	6	37	1	35	  1011	9	5000	2	1	 
101	1	5	 	 	 	 	 	2	2	5	2	8	25	1	100	  1052	9	4200	2	1	 
101	1	5	 	 	 	 	 	1	1	5	2	6	25	1	100	  1015	2	4300	2	1	1
101	1	2	 	 	 	 	 	2	4	5	2	6	25	1	100	 10101	2	4200	2	1	 
101	1	1	 	 	 	 	 	2	2	6	2	7	25	1	100	  1015	9	4200	2	1	 
101	1	2	 	 	 	 	 	1	1	5	2	6	34	150	80	  1015	9	5000	2	1	1
101	1	2	 	 	 	 	 	1	1	5	2	5	34	150	80	  1015	9	5000	2	1	 
101	1	2	 	 	 	 	 	2	2	5	2	3	34	150	80	  1015	9	4500	2	1	 
101	1	2	 	 	 	 	 	1	1	7	2	6	34	150	80	  1015	9	4500	2	1	 
101	1	2	 	 	 	 	 	2	3	8	2	8	34	150	80	  1015	9	6700	2	1	 
101	1	2	 	 	 	 	 	2	3	5	2	6	34	150	80	  1015	9	6000	2	1	 
101	1	2	 	 	 	 	 	1	4	5	2	5	34	150	80	  1015	9	7234	2	1	 
101	1	2	 	 	 	 	 	2	2	5	2	7	34	150	80	  1015	9	4200	2	1	 
101	1	2	 	 	 	 	 	1	1	5	2	5	34	150	80	  1015	9	4800	2	1	 
101	1	2	 	 	 	 	 	2	4	4	2	6	34	150	80	  1015	9	4600	2	1	 
101	1	2	 	 	 	 	 	2	3	14	2	8	34	150	80	  1015	9	4802	2	1	 
101	1	2	 	 	 	 	 	2	3	4	2	8	34	150	80	  1015	9	6800	2	1	 
101	1	2	 	 	 	 	 	1	2	13	2	4	34	1	500	  1015	9	4100	2	1	 
101	1	1	 	 	 	 	 	2	3	5	2	5	34	1	500	  1015	9	4162	2	1	 
101	1	2	 	 	 	 	 	2	4	5	2	5	37	150	23	  1011	9	5500	2	1	 
101	1	2	 	 	 	 	 	2	3	1	2	6	37	150	23	  1011	9	5500	2	1	 
101	1	2	 	 	 	 	 	2	2	14	3	6	37	150	23	  1011	9	5700	2	1	 
101	1	2	 	 	 	 	 	2	2	5	2	7	37	150	23	  1011	9	5700	2	1	 
101	1	2	 	 	 	 	 	2	2	5	2	5	34	1	80	 10101	2	5000	2	1	 
101	1	2	 	 	 	 	 	2	4	5	2	5	34	1	80	 10101	9	5700	2	1	 
101	1	2	 	 	 	 	 	2	2	5	2	10	34	1	80	 10101	9	7000	2	1	 
101	1	2	 	 	 	 	 	2	3	6	2	9	34	1	80	  1012	9	5500	2	1	 
101	1	2	 	 	 	 	 	1	1	11	3	10	37	1	20	  1015	2	4500	2	1	 
101	1	2	 	 	 	 	 	2	2	3	2	7	37	1	20	  1015	2	4500	2	1	 
101	1	2	 	 	 	 	 	2	3	5	2	8	37	1	20	  1015	2	4000	2	1	 
101	1	2	 	 	 	 	 	1	1	5	2	6	37	1	15	  1011	2	4160	2	1	 
101	1	5	 	 	 	 	 	2	3	14	2	6	37	1	15	  1011	2	4160	2	1	1
101	1	2	 	 	 	 	 	1	1	11	2	7	38	1	1000	  1011	2	5500	2	1	 
101	1	1	 	 	 	 	 	2	2	5	2	8	35	1	10	  1011	2	3500	2	1	 
101	1	2	 	 	 	 	 	2	2	5	2	7	35	1	10	  1011	2	3500	2	1	 
101	1	2	 	 	 	 	 	2	2	6	2	7	36	150	60	  1015	9	4200	2	4	 
101	1	1	 	 	 	 	 	2	2	3	2	4	11	150	5	  4013	9	6000	2	4	 
101	1	2	 	 	 	 	 	2	2	5	2	5	37	999	300	 10101	9	7000	2	5	 
101	1	2	 	 	 	 	 	2	2	13	2	3	30	10	10	   108	9	4000	1	4	 
101	1	2	 	 	 	 	 	1	1	5	2	5	37	1	15	  1013	9	3750	2	5	 
101	1	2	 	 	 	 	 	1	1	6	2	1	33	150	7	  1013	9	5083	2	4	 
101	1	2	 	 	 	 	 	1	1	8	2	5	11	1	1000	  3012	9	5000	2	5	 
101	1	2	 	 	 	 	 	1	1	5	3	8	7	1	3	  6111	9	4500	2	4	 
101	1	1	 	 	 	 	 	1	1	10	2	4	40	999	9999	 	9	99999	2	4	 
101	1	2	1	 	 	 	 	1	2	5	2	6	35	1	30	  1011	2	5500	2	1	 
101	1	2	 	 	 	 	 	1	1	5	3	3	35	1	30	  1011	2	5500	2	1	 
101	1	2	 	 	 	 	 	2	2	14	9	2	7	150	3	  6111	9	2000	2	4	 
101	1	5	2	 	 	 	 	2	2	6	2	8	7	150	2	  6111	9	2000	1	5	 
101	1	1	 	 	 	 	 	2	2	14	2	3	7	150	5	  6013	9	6000	1	5	 
101	1	2	 	 	 	 	 	2	4	6	2	7	8	150	4	  6112	9	2000	1	4	 
101	1	2	 	 	 	 	 	1	5	14	2	2	41	1	1000	P	9	6938	2	2	1
101	1	1	 	 	 	 	 	2	4	14	3	8	7	1	3	  6114	9	3000	1	4	 
101	1	1	 	 	 	 	 	1	1	5	3	8	7	1	5	  6015	9	4000	2	4	 
101	1	5	 	 	 	 	 	2	3	14	2	4	7	150	5	  6112	9	5000	1	4	 
101	1	5	 	 	 	 	 	1	1	10	2	6	26	150	40	   108	9	4860	2	5	 
101	1	2	 	 	 	 	 	2	4	5	2	8	36	1	200	  1016	9	5000	2	4	 
101	1	2	 	 	 	 	 	1	2	5	2	2	33	150	20	  1015	9	5000	2	4	1
101	1	2	 	 	 	 	 	2	2	11	2	4	7	1	5	  6111	9	5000	2	5	 
101	1	2	 	 	 	 	 	2	3	14	2	3	11	1	30	  4012	9	5500	2	5	 
101	1	5	 	 	 	 	 	1	2	6	2	4	7	1	12	  6112	9	99999	1	4	1
101	1	2	 	 	 	 	 	2	2	11	3	6	43	999	9999	 	9	99999	9	99	 
101	1	1	 	 	 	 	 	2	2	5	2	6	7	1	6	  6112	9	99999	2	4	 
101	1	2	 	 	 	 	 	2	2	7	2	4	24	1	200	  1053	9	6495	2	1	1
101	1	2	 	 	 	 	 	1	1	14	2	6	36	150	60	  1021	9	5000	2	5	 
101	1	2	 	 	 	 	 	1	1	5	2	4	37	10	500	   108	9	4795	2	5	 
101	1	1	 	 	 	 	 	2	4	5	2	7	33	150	10	  1013	9	5000	2	5	 
101	1	1	 	 	 	 	 	2	3	8	2	7	7	1	5	  1074	9	600	1	4	 
101	1	2	 	 	 	 	 	1	1	10	2	4	37	150	23	  1011	9	5500	2	2	1
101	2	1	 	 	 	 	 	2	2	1	2	6	33	1	30	B	9	3500	2	5	 
101	2	5	 	 	 	 	 	2	2	13	2	1	7	1	10	B	9	4532	2	1	1
101	2	4	 	 	 	 	 	1	2	5	2	2	33	1	1000	E	9	5659	2	4	 
101	2	4	 	 	 	 	 	2	1	5	2	4	41	1	150	V	9	7100	2	1	 
101	2	1	 	 	 	 	 	2	2	14	2	7	37	150	63	E	9	6500	2	1	 
101	2	5	 	 	 	 	 	2	1	3	2	7	7	1	3	B	9	6000	2	4	 
101	2	1	 	 	 	 	 	2	3	5	2	4	37	1	1000	E	9	8400	2	4	 
101	2	4	 	 	 	 	 	2	1	5	2	5	41	1	1000	P	9	6938	2	2	1
101	2	4	 	 	 	 	 	2	1	10	2	8	37	150	600	  9012	9	5756	2	1	 
101	2	4	 	 	 	 	 	2	1	5	2	6	36	1	1000	  9012	9	5800	2	1	 
101	2	4	 	 	 	 	 	2	3	3	2	7	36	1	1000	E	9	4500	2	1	 
101	2	4	 	 	 	 	 	2	2	6	2	7	36	1	1000	  2023	9	6454	2	1	 
101	2	5	 	 	 	 	 	2	4	6	2	7	36	1	1000	  2023	9	5803	2	1	 
101	2	4	 	 	 	 	 	2	2	10	2	6	36	1	1000	  2021	9	6000	2	1	 
101	2	4	 	 	 	 	 	2	1	8	2	5	35	150	600	 10106	9	5300	2	3	 
101	2	5	 	 	 	 	 	2	1	4	2	6	36	1	1000	    21	9	4472	2	4	 
101	2	1	 	 	 	 	 	2	2	3	2	10	36	1	1000	  2031	9	4247	2	1	 
101	2	4	 	 	 	 	 	2	2	10	2	6	36	1	1000	  2021	9	4500	2	1	 
101	2	4	 	 	 	 	 	2	2	5	2	7	36	1	1000	  2021	9	5200	2	1	 
101	2	4	 	 	 	 	 	2	2	5	2	4	36	150	300	  1023	9	4500	2	1	 
101	2	4	 	 	 	 	 	2	1	5	2	8	36	1	1000	  2023	9	5800	2	1	 
101	2	4	 	 	 	 	 	2	4	10	2	8	36	1	1000	  2021	9	5800	2	1	 
101	2	4	 	 	 	 	 	1	1	5	2	3	36	1	1000	  2021	9	5800	2	5	 
101	2	4	 	 	 	 	 	2	3	5	2	8	36	1	1000	  2023	9	5500	2	5	 
101	2	4	 	 	 	 	 	2	2	5	2	6	36	1	1000	  2021	9	5700	2	5	 
101	2	1	 	 	 	 	 	2	1	5	2	5	36	1	1000	  2021	9	5700	2	5	 
101	2	4	 	 	 	 	 	2	2	5	2	6	36	1	1000	   208	9	5800	2	5	 
101	2	4	 	 	 	 	 	2	1	8	2	5	36	1	1000	   208	9	5800	2	5	 
101	2	4	 	 	 	 	 	2	2	11	2	8	36	1	1000	  2021	9	6000	2	5	 
101	2	4	 	 	 	 	 	2	1	5	2	6	36	1	1000	  2023	9	5300	2	5	 
101	2	4	 	 	 	 	 	2	4	5	2	6	36	1	1000	  2021	9	5700	2	5	1
101	2	5	 	 	 	 	 	2	1	5	2	5	36	1	1000	  2021	9	5400	2	5	 
101	2	5	4	 	 	 	 	2	3	5	2	5	36	1	1000	 10106	9	5801	2	5	 
101	2	5	4	 	 	 	 	2	3	1	2	6	36	1	1000	  2021	9	5300	2	5	 
101	2	5	 	 	 	 	 	1	1	5	2	4	36	1	1000	  2023	9	5854	2	5	 
101	2	5	 	 	 	 	 	2	2	5	2	7	35	150	90	  1017	9	3954	2	4	1
101	2	5	4	 	 	 	 	2	1	5	2	3	35	150	90	  1017	9	3954	2	4	 
101	2	4	 	 	 	 	 	2	4	11	2	7	35	10	90	   108	9	3500	2	4	 
101	2	4	 	 	 	 	 	1	1	8	2	6	36	999	70	  1021	9	4735	2	4	 
101	2	4	 	 	 	 	 	2	2	6	2	4	28	1	8	    11	9	4000	2	4	 
101	2	4	 	 	 	 	 	2	4	5	2	8	26	150	40	    11	9	4000	2	4	 
101	2	4	 	 	 	 	 	2	2	4	2	7	32	150	9999	   108	9	4000	2	4	 
101	2	4	 	 	 	 	 	2	1	6	2	7	24	10	20	   108	9	3500	2	1	 
101	2	4	 	 	 	 	 	2	1	5	2	6	7	1	2	  6111	9	3000	2	1	 
101	2	5	 	 	 	 	 	2	1	14	2	4	7	1	7	  6111	9	4500	2	1	 
101	2	1	 	 	 	 	 	2	4	5	2	8	11	1	200	  3011	9	6000	2	1	 
101	2	4	 	 	 	 	 	2	1	5	2	6	20	1	1000	    21	9	5000	2	4	 
101	2	4	 	 	 	 	 	2	1	5	2	5	20	1	1000	    21	9	5000	2	4	 
101	2	4	 	 	 	 	 	2	3	3	2	7	20	1	1000	    21	9	4500	2	1	 
101	2	4	 	 	 	 	 	2	2	5	2	8	20	1	1000	    21	9	4500	2	1	 
101	2	4	 	 	 	 	 	2	1	5	2	7	20	1	1000	    21	9	4560	2	1	 
101	2	4	 	 	 	 	 	2	1	5	2	5	20	1	1000	    21	9	4560	2	1	 
101	2	4	 	 	 	 	 	2	2	5	2	6	20	1	1000	    21	9	4500	2	1	 
101	2	4	 	 	 	 	 	2	2	10	2	4	20	1	1000	    21	9	4500	2	1	 
101	2	4	 	 	 	 	 	2	1	10	2	5	20	1	1000	    21	9	5130	2	1	 
101	2	4	 	 	 	 	 	2	1	5	2	3	20	1	1000	    21	9	4000	2	1	 
101	2	4	 	 	 	 	 	2	3	5	2	8	20	150	200	    11	9	3620	2	1	 
101	2	4	 	 	 	 	 	2	2	5	2	7	20	150	200	    11	9	4204	2	1	 
101	2	4	 	 	 	 	 	2	1	11	2	6	20	10	1000	    11	9	4000	2	4	 
101	2	4	 	 	 	 	 	2	3	5	2	6	20	10	1000	    11	9	4000	2	4	 
101	2	9	 	 	 	 	 	2	2	5	2	6	20	150	200	    11	9	4000	2	1	 
101	2	9	 	 	 	 	 	2	2	5	2	5	20	1	90	  1043	9	4500	2	4	 
101	2	9	 	 	 	 	 	1	1	5	2	5	20	1	90	  1043	9	3000	2	4	 
101	2	9	 	 	 	 	 	2	1	1	2	7	20	1	90	  1043	9	4600	2	4	 
101	2	9	 	 	 	 	 	2	4	14	2	7	20	1	90	  1043	9	4600	2	4	 
101	2	9	 	 	 	 	 	2	2	5	2	4	20	150	300	  1043	9	4000	2	4	 
101	2	9	 	 	 	 	 	2	2	6	2	9	7	1	11	  6113	9	4000	2	2	 
101	2	9	 	 	 	 	 	2	2	10	2	8	18	1	100	  8012	9	4800	2	4	 
101	2	9	 	 	 	 	 	2	2	8	2	7	7	1	30	  6111	9	3500	2	1	 
101	2	9	 	 	 	 	 	2	2	6	2	5	7	1	30	  6111	9	3500	2	1	 
101	2	9	 	 	 	 	 	2	1	5	2	4	7	150	5	  6111	9	2000	1	1	 
101	2	9	 	 	 	 	 	2	1	5	2	5	7	150	5	  6111	9	2000	1	1	 
101	2	9	 	 	 	 	 	2	2	6	2	6	20	150	100	    11	9	4000	2	1	 
102	1	5	2	 	 	 	 	1	1	8	2	4	7	1	3	  5013	2	4000	2	2	 
102	1	5	2	 	 	 	 	1	1	4	2	5	36	1	1000	  2021	1	6500	2	2	 
102	1	5	2	 	 	 	 	1	1	5	2	3	36	1	1000	  2021	1	5800	2	2	 
102	1	5	2	 	 	 	 	1	1	5	3	7	33	1	6	  5016	2	3500	2	2	 
102	1	2	 	 	 	 	 	2	2	5	3	6	43	999	9999	 	9	99999	9	5	 
102	1	5	2	 	 	 	 	1	1	5	2	5	35	150	500	  1011	2	5800	2	2	1
102	1	5	2	 	 	 	 	1	1	5	2	5	33	1	1000	  2011	1	7000	2	2	 
102	1	5	2	 	 	 	 	1	1	4	2	4	36	1	1000	  2021	1	6500	2	2	 
102	1	5	2	 	 	 	 	1	1	10	2	3	43	999	9999	 	9	99999	9	5	 
102	1	2	 	 	 	 	 	2	3	8	2	6	37	1	50	  1015	2	4000	2	2	 
102	1	5	2	 	 	 	 	1	1	14	3	6	35	1	80	  1011	2	5800	2	2	1
102	1	5	2	 	 	 	 	2	2	7	2	5	36	1	1000	  2021	1	5500	2	2	 
102	1	5	2	 	 	 	 	2	4	6	3	8	33	1	1000	 20101	2	4000	2	2	 
102	1	2	 	 	 	 	 	2	2	5	3	7	37	1	50	  1015	2	4000	2	2	 
102	1	5	1	 	 	 	 	1	1	4	2	4	36	1	1000	  2023	1	6200	2	2	 
102	1	5	2	 	 	 	 	2	2	11	2	5	33	1	500	 20101	2	4000	2	2	 
102	1	5	2	 	 	 	 	1	1	5	2	5	37	1	30	  1011	2	6000	2	2	 
102	1	5	2	 	 	 	 	1	1	5	2	3	37	1	200	 10104	1	5000	2	2	1
102	1	2	 	 	 	 	 	2	4	14	2	7	34	1	500	 10106	1	3500	2	2	 
102	1	2	 	 	 	 	 	2	2	5	3	7	34	1	100	 10101	2	4000	2	2	 
102	1	5	2	 	 	 	 	1	1	5	2	5	36	1	1000	  2021	1	6500	2	2	 
102	1	2	 	 	 	 	 	2	2	11	3	5	34	1	100	 10101	2	5000	2	2	 
102	1	5	2	 	 	 	 	2	3	10	2	9	37	1	200	 10104	1	5000	2	2	1
102	1	2	 	 	 	 	 	1	1	5	3	6	7	1	3	  6016	9	4500	2	2	 
102	1	2	 	 	 	 	 	1	1	5	3	5	34	1	100	 10101	2	5000	2	2	 
102	1	5	2	 	 	 	 	2	2	7	2	8	37	1	200	  1015	2	6000	2	2	 
102	1	5	2	 	 	 	 	1	1	5	2	3	37	1	200	 10104	1	5000	2	2	 
102	1	2	 	 	 	 	 	2	3	5	2	5	37	1	30	  1011	2	6000	2	2	 
102	1	2	 	 	 	 	 	1	1	5	3	8	37	1	1000	  1015	2	6000	2	2	 
102	1	5	2	 	 	 	 	1	1	8	3	6	7	1	3	  6111	9	4000	2	2	1
102	1	5	1	 	 	 	 	2	6	5	2	5	36	1	1000	  2021	1	6500	2	2	 
102	1	5	2	 	 	 	 	2	4	5	2	5	33	1	500	  2011	2	4000	2	2	 
102	1	5	2	 	 	 	 	2	3	14	2	5	36	1	1000	  2021	1	6500	2	2	 
102	1	5	2	 	 	 	 	1	1	10	2	6	36	1	1000	  2021	1	6500	2	2	 
102	1	2	 	 	 	 	 	2	3	5	2	5	37	1	200	 10104	1	5000	2	2	 
102	1	2	 	 	 	 	 	1	1	14	3	7	37	1	200	 10104	1	5000	2	2	 
102	1	5	2	 	 	 	 	1	1	5	2	4	34	1	100	 10101	2	4000	2	2	 
102	1	2	 	 	 	 	 	2	2	4	2	5	34	1	100	 10101	2	5000	2	2	 
102	1	2	 	 	 	 	 	2	4	5	2	6	37	1	200	  1015	2	6000	2	2	 
102	1	1	 	 	 	 	 	2	2	5	2	5	34	1	20	 10101	2	4000	2	2	 
102	1	5	2	 	 	 	 	1	1	13	2	4	33	1	1000	  2018	1	7000	2	2	 
102	1	5	2	 	 	 	 	2	4	5	2	5	37	1	30	  1011	2	6000	2	2	 
102	1	2	 	 	 	 	 	1	1	11	2	5	34	1	100	 10101	2	5000	2	2	 
102	1	2	 	 	 	 	 	1	1	5	3	6	34	1	40	 10101	2	5000	2	2	 
102	1	1	 	 	 	 	 	2	2	5	3	7	7	1	3	  6016	9	4500	2	2	 
102	1	5	2	 	 	 	 	1	1	5	2	4	34	1	100	 10101	2	4000	2	2	 
102	1	5	2	 	 	 	 	2	4	6	2	5	34	1	50	  1011	2	5500	2	2	 
102	1	5	2	 	 	 	 	2	3	5	2	5	34	1	100	 10101	2	5000	2	2	1
102	1	2	 	 	 	 	 	2	3	14	2	5	34	1	500	  1015	2	3500	2	2	 
102	1	2	 	 	 	 	 	1	1	5	3	6	37	1	200	  1015	2	6000	2	2	 
102	1	2	 	 	 	 	 	1	1	5	2	3	34	1	100	 10101	2	4000	2	2	 
102	1	2	 	 	 	 	 	1	1	5	3	8	34	1	100	 10101	2	4000	2	2	 
102	1	2	 	 	 	 	 	2	2	5	2	5	34	1	40	 10101	2	5000	2	2	 
102	1	5	2	 	 	 	 	1	1	4	2	5	43	999	9999	 	9	99999	9	2	 
102	1	5	2	 	 	 	 	2	2	7	2	5	36	1	1000	  2021	1	6500	2	2	 
102	1	5	2	 	 	 	 	2	4	10	2	8	11	1	9999	  4011	9	6000	2	2	 
102	1	5	2	 	 	 	 	2	2	5	2	5	37	1	200	  1015	2	6000	2	2	 
102	1	1	 	 	 	 	 	2	2	7	3	7	7	999	9999	 	9	99999	9	5	 
102	1	2	 	 	 	 	 	2	3	5	3	10	37	1	30	  1011	2	6000	2	2	 
102	1	2	 	 	 	 	 	1	1	5	2	3	34	1	100	 10101	2	5000	2	2	 
102	1	5	2	 	 	 	 	2	3	5	2	5	34	1	100	 10101	2	5000	2	2	 
102	1	5	2	 	 	 	 	2	3	5	2	6	34	1	100	 10101	2	4000	2	2	 
102	1	2	 	 	 	 	 	2	3	7	2	6	7	1	20	  6015	9	3000	2	2	 
102	1	2	 	 	 	 	 	1	1	5	3	7	43	999	9999	 	9	99999	9	2	 
102	1	5	2	 	 	 	 	2	4	5	2	7	37	1	30	  1011	2	6000	2	2	 
102	1	2	 	 	 	 	 	1	1	5	2	6	34	1	500	  1015	2	3500	2	2	 
102	1	2	 	 	 	 	 	2	2	4	3	5	5	999	9999	   108	9	6000	1	5	 
102	1	2	 	 	 	 	 	1	1	4	2	6	5	999	9999	   108	9	6000	1	5	 
102	2	5	1	 	 	 	 	2	1	14	2	6	30	999	50	    21	9	4800	2	5	 
102	2	4	 	 	 	 	 	2	2	5	2	5	20	150	50	    11	9	4500	2	2	 
102	2	5	4	 	 	 	 	2	3	10	2	8	36	1	1000	  2021	2	4800	2	2	1
102	2	5	1	 	 	 	 	2	1	5	2	5	35	150	450	    21	9	5200	2	2	 
102	2	9	 	 	 	 	 	2	5	5	2	4	14	999	9999	  9011	9	99999	2	2	 
102	2	5	4	 	 	 	 	2	2	14	2	5	36	1	1000	  2021	9	4800	2	2	 
102	2	5	4	 	 	 	 	2	3	5	2	6	30	999	50	    21	9	4800	2	5	 
102	2	4	 	 	 	 	 	2	2	6	3	5	28	1	130	    11	9	4000	2	5	 
102	2	4	 	 	 	 	 	2	1	5	3	7	20	1	1000	    21	9	4500	2	5	 
102	2	4	 	 	 	 	 	2	1	10	3	6	20	1	1000	    21	9	5500	2	2	 
102	2	5	1	 	 	 	 	2	4	6	2	6	36	1	1000	  2021	9	5000	2	2	 
102	2	4	 	 	 	 	 	2	2	10	3	4	7	1	20	  6015	9	3000	2	2	 
102	2	5	4	 	 	 	 	2	2	5	2	4	36	1	1000	  2023	9	4800	2	2	 
102	2	5	4	 	 	 	 	2	3	14	2	5	36	1	1000	  2023	9	5000	2	2	 
102	2	5	4	 	 	 	 	2	2	4	2	4	36	1	1000	  2023	9	5000	2	2	1
102	2	4	 	 	 	 	 	2	2	5	3	7	20	1	1000	    21	9	4500	2	5	 
102	2	5	4	 	 	 	 	2	1	5	2	5	36	1	1000	  2021	9	5000	2	2	 
102	2	5	4	 	 	 	 	2	1	10	2	5	36	1	1000	  2023	9	4800	2	2	 
102	2	5	1	 	 	 	 	2	2	10	2	6	35	150	450	    21	9	5200	2	2	1
102	2	4	 	 	 	 	 	2	4	5	3	8	20	150	50	    11	9	4800	2	2	 
102	2	4	 	 	 	 	 	2	2	4	2	6	7	1	20	  6015	9	3000	2	2	 
102	2	5	1	 	 	 	 	2	3	6	2	5	7	1	10	  6111	9	4500	2	2	 
102	2	5	1	 	 	 	 	2	3	10	2	4	36	1	1000	  2023	9	5000	2	2	 
102	2	5	4	 	 	 	 	2	3	10	2	4	36	1	1000	  2023	9	5000	2	2	 
102	2	4	 	 	 	 	 	2	1	4	2	4	20	1	1000	    21	9	4500	2	5	 
102	2	5	4	 	 	 	 	2	1	5	3	6	20	1	1000	    21	9	4500	2	5	 
102	2	4	 	 	 	 	 	2	2	10	2	3	20	1	1000	    21	9	4500	2	5	 
102	2	4	 	 	 	 	 	2	2	5	3	5	7	1	5	B	2	4000	2	2	 
102	2	5	1	 	 	 	 	2	3	5	2	5	36	1	1000	  2021	9	5500	2	2	 
102	2	4	 	 	 	 	 	2	1	5	2	5	34	1	20	B	9	4000	2	2	 
102	2	4	 	 	 	 	 	2	3	14	3	7	11	1	180	  4011	9	8000	2	2	 
102	2	5	4	 	 	 	 	2	1	13	2	6	36	1	1000	  2023	9	4800	2	2	 
102	2	4	 	 	 	 	 	2	2	5	3	6	11	1	180	  4011	9	8000	2	2	 
102	2	5	4	 	 	 	 	2	1	10	2	4	20	1	1000	    21	9	4500	2	5	 
102	2	5	1	 	 	 	 	2	1	5	2	4	36	1	1000	  2023	9	4800	2	2	 
102	2	5	1	 	 	 	 	2	2	5	2	5	7	1	10	  6111	9	4500	2	2	 
102	2	5	1	 	 	 	 	2	4	10	2	6	7	1	2	  6111	9	3500	2	2	 
102	2	5	1	 	 	 	 	2	2	8	2	5	37	1	30	B	9	5000	2	2	 
102	2	4	 	 	 	 	 	2	3	14	2	5	7	1	5	  6111	9	4000	2	2	 
102	2	5	4	 	 	 	 	2	1	14	2	3	43	999	9999	 	9	99999	9	5	 
102	2	5	1	 	 	 	 	2	2	10	2	5	36	1	1000	  2021	1	6200	2	2	 
102	2	5	1	 	 	 	 	2	2	10	3	7	36	1	1000	  2021	1	6000	2	2	 
102	2	5	4	 	 	 	 	2	1	13	2	4	36	1	1000	  2023	9	5500	2	2	 
102	2	4	 	 	 	 	 	2	1	14	2	3	20	1	1000	    21	9	4500	2	5	 
102	2	5	4	 	 	 	 	2	2	10	3	5	20	10	1000	    11	9	4500	2	5	 
