gakkou	seibetu	q2_1	q2_2	q2_3	q2_4	q2_5	q2_6	q3.1	q3.2	q4.1	q4.3.1	q4.3.2	q6	q7	q8	q9.1.2	q9.2	q10	q11	q12	q13
201	1	2	 	 	 	 	 	2	9	5	2	4	37	150	10	 10102	9	4000	2	6	 
201	1	2	 	 	 	 	 	2	9	10	2	5	36	10	500	  1021	2	5000	2	2	1
201	1	2	 	 	 	 	 	1	9	10	2	4	33	1	1000	 10106	1	6000	2	6	 
201	1	2	 	 	 	 	 	2	9	5	2	5	35	150	30	  5013	9	5000	2	4	 
201	1	2	 	 	 	 	 	2	9	4	2	6	26	1	30	    11	9	4500	2	2	 
201	1	2	 	 	 	 	 	2	9	5	2	6	35	1	1000	  2011	9	6000	2	3	 
201	1	2	 	 	 	 	 	2	9	10	2	5	36	1	1000	  2011	9	6000	2	3	 
201	1	2	 	 	 	 	 	2	9	14	2	8	33	1	500	  2013	9	5500	2	3	 
201	1	2	 	 	 	 	 	1	9	8	2	5	33	1	500	  2013	9	5500	2	3	 
201	1	2	 	 	 	 	 	1	9	5	3	7	36	1	1000	  2021	2	6000	2	5	 
201	1	2	 	 	 	 	 	1	9	4	2	6	35	1	200	  1016	9	6000	2	3	 
201	1	2	 	 	 	 	 	1	9	14	2	2	20	1	1000	  1043	9	5500	2	3	 
201	1	2	 	 	 	 	 	1	9	5	2	3	35	1	1000	  2011	9	6000	2	3	 
201	1	2	 	 	 	 	 	1	9	10	2	9	36	1	1000	  2011	9	5900	2	3	 
201	1	2	 	 	 	 	 	2	9	5	2	4	36	1	1000	  2021	2	6000	2	6	 
201	1	2	 	 	 	 	 	2	9	14	2	6	7	160	5	  6111	9	5000	1	3	 
201	1	2	 	 	 	 	 	1	9	11	2	3	36	10	500	  1011	2	5000	2	3	 
201	1	2	 	 	 	 	 	1	9	5	2	7	15	10	1000	  5016	1	4500	2	3	 
201	1	2	 	 	 	 	 	2	9	14	2	11	35	1	9999	  1011	9	4500	2	3	 
201	1	2	 	 	 	 	 	2	9	5	2	4	26	1	30	    11	9	4500	2	2	 
201	1	2	 	 	 	 	 	2	9	5	2	1	37	1	200	  1011	2	5000	2	3	 
201	1	2	 	 	 	 	 	1	9	14	2	7	35	150	9999	  1011	2	5000	2	4	 
201	1	2	 	 	 	 	 	2	9	5	2	7	36	1	1000	  1013	2	5500	2	3	 
201	1	1	 	 	 	 	 	1	9	5	2	6	7	150	3	  6111	9	2000	1	5	 
201	1	1	 	 	 	 	 	1	9	11	3	6	7	1	3	  6111	9	3000	2	4	 
201	1	2	 	 	 	 	 	1	9	5	1	5	26	1	9999	    11	2	4300	2	3	 
201	1	2	 	 	 	 	 	2	9	10	2	6	36	1	1000	  1011	9	5700	2	3	 
201	1	2	 	 	 	 	 	2	9	10	2	8	35	1	50	  1011	2	5000	2	3	 
201	1	2	 	 	 	 	 	1	9	4	2	7	26	1	30	    11	2	4000	2	2	 
201	1	2	 	 	 	 	 	1	9	5	2	5	5	150	9999	  1011	2	4500	2	2	 
201	1	2	 	 	 	 	 	2	9	5	2	9	35	1	9999	  1017	2	4000	2	3	 
201	1	2	 	 	 	 	 	1	9	5	2	6	33	1	9999	  1013	2	4000	2	3	 
201	1	2	 	 	 	 	 	2	9	14	2	5	36	1	1000	  1023	2	5800	2	3	 
201	1	2	 	 	 	 	 	1	9	11	3	6	33	1	500	  1012	2	5000	2	3	 
201	1	2	 	 	 	 	 	2	9	5	1	6	11	150	1000	 20105	2	5000	2	4	 
201	1	2	 	 	 	 	 	2	9	11	2	6	33	1	1000	  2011	2	5000	2	4	 
201	1	2	 	 	 	 	 	1	9	8	2	6	28	150	9999	   108	2	5000	2	4	 
201	1	2	 	 	 	 	 	1	9	14	2	3	35	1	9999	  1011	2	5000	2	2	 
201	1	2	 	 	 	 	 	2	9	10	2	8	8	1	9999	  6015	2	4000	2	4	 
201	1	2	 	 	 	 	 	2	9	14	2	5	35	1	9999	  1011	9	4000	2	2	 
201	1	2	 	 	 	 	 	2	9	5	2	7	33	1	9999	  1013	2	4000	2	2	 
201	1	2	 	 	 	 	 	1	9	14	3	5	33	1	500	  1013	9	5500	2	2	 
201	1	2	 	 	 	 	 	1	9	8	2	8	37	10	500	 10103	1	6000	2	2	 
201	1	2	 	 	 	 	 	2	9	10	2	11	20	1	1000	  1043	2	5500	2	2	 
201	1	2	 	 	 	 	 	2	9	14	3	6	36	1	1000	  2021	1	6000	2	6	 
201	1	2	 	 	 	 	 	1	9	14	2	5	36	1	9999	  1023	9	5000	2	6	1
201	1	9	 	 	 	 	 	2	9	5	2	5	36	1	1000	  2011	2	5800	2	2	 
201	1	9	 	 	 	 	 	1	9	11	2	5	36	1	1000	  1023	2	5500	2	6	 
201	1	9	 	 	 	 	 	2	9	10	2	7	5	1	9999	  5012	2	5000	2	6	 
201	1	9	 	 	 	 	 	2	9	9	2	4	41	1	9999	P	9	6000	2	6	1
201	1	9	 	 	 	 	 	2	9	11	2	6	35	1	50	  1011	2	5000	2	2	1
201	1	9	 	 	 	 	 	1	9	4	2	3	36	1	9999	  1013	2	5000	2	6	 
201	1	9	 	 	 	 	 	1	9	10	2	5	35	1	1000	  2017	1	6000	2	2	1
201	1	9	 	 	 	 	 	1	9	5	2	4	35	1	50	  1011	2	5000	2	2	1
201	1	9	 	 	 	 	 	2	9	5	2	7	36	1	1000	  2021	9	5800	2	6	 
201	1	9	 	 	 	 	 	1	9	14	2	6	5	150	9999	  5013	9	5000	2	6	 
201	1	9	 	 	 	 	 	2	9	13	2	5	33	1	500	  1011	9	5000	2	2	1
201	1	9	 	 	 	 	 	2	9	8	2	4	35	1	9999	  1011	9	6000	2	6	1
201	1	9	 	 	 	 	 	2	9	14	2	4	35	150	35	  1011	1	5000	2	6	 
201	2	2	 	 	 	 	 	2	9	4	2	7	20	150	200	    11	2	5000	2	3	1
201	2	1	 	 	 	 	 	1	9	5	2	4	7	1	9999	B	2	5200	2	2	 
201	2	1	 	 	 	 	 	1	9	11	3	1	26	1	9999	    11	2	4300	2	2	 
201	2	1	 	 	 	 	 	2	9	5	2	6	7	1	9999	B	9	5200	2	2	 
201	2	4	 	 	 	 	 	2	9	5	2	4	7	1	9999	B	2	5200	2	2	 
201	2	4	 	 	 	 	 	2	9	5	2	5	20	150	200	    11	2	5000	2	3	 
201	2	1	 	 	 	 	 	2	9	11	3	8	26	1	30	    11	2	4300	2	2	 
201	2	1	 	 	 	 	 	2	9	10	2	8	20	150	9999	    11	2	5000	2	3	 
201	2	5	 	 	 	 	 	2	9	5	3	7	26	1	30	B	2	4300	2	2	 
201	2	4	 	 	 	 	 	2	9	7	2	3	20	1	100	   208	9	5500	2	3	 
201	2	1	 	 	 	 	 	2	9	5	2	8	17	150	13	  7012	2	1500	1	5	 
201	2	4	 	 	 	 	 	2	9	5	2	5	36	1	1000	  2021	2	5800	2	3	 
201	2	1	 	 	 	 	 	2	9	6	2	8	20	1	1000	   208	9	5500	2	5	 
201	2	4	 	 	 	 	 	2	9	5	2	4	36	1	1000	  2021	2	5800	2	2	 
201	2	4	 	 	 	 	 	2	9	11	2	4	20	1	1000	    21	2	5500	2	3	 
201	2	4	 	 	 	 	 	2	9	10	2	7	9	150	9999	F	9	5500	2	5	 
201	2	4	 	 	 	 	 	2	9	10	2	6	36	1	95	   108	2	4500	2	2	 
201	2	5	 	 	 	 	 	2	9	5	2	5	36	9	500	  1021	9	5000	2	3	 
201	2	2	 	 	 	 	 	2	9	10	2	5	39	150	100	   108	2	4800	2	6	 
201	2	4	 	 	 	 	 	1	9	5	2	3	26	1	30	    11	2	4300	2	2	 
201	2	5	 	 	 	 	 	1	9	5	2	5	36	1	1000	   208	9	5000	2	2	1
201	2	4	 	 	 	 	 	2	9	10	2	6	26	1	30	    11	2	4300	2	2	 
201	2	1	 	 	 	 	 	2	9	10	2	5	7	1	9999	  6111	9	4000	2	6	 
201	2	2	 	 	 	 	 	2	9	10	2	4	36	1	1000	  2021	2	5800	2	3	 
201	2	1	 	 	 	 	 	2	9	14	3	4	35	150	9999	  1017	9	5500	2	6	 
201	2	4	 	 	 	 	 	2	9	5	2	7	26	1	30	    11	9	4300	2	2	 
201	2	4	 	 	 	 	 	2	9	10	2	5	36	1	1000	  2021	9	5800	2	2	 
201	2	4	 	 	 	 	 	2	9	10	2	4	36	40	500	  1021	2	5000	2	3	 
201	2	4	 	 	 	 	 	2	9	5	2	5	26	1	30	    11	9	4300	2	2	 
201	2	4	 	 	 	 	 	2	9	6	2	4	36	1	9999	  1021	2	4500	2	2	 
201	2	4	 	 	 	 	 	2	9	5	2	5	26	1	30	    11	9	4300	2	2	 
201	2	4	 	 	 	 	 	2	9	4	1	4	36	1	1000	  2021	2	5800	2	3	 
201	2	4	 	 	 	 	 	2	9	4	9	3	26	1	9999	    11	9	4300	2	2	 
201	2	4	 	 	 	 	 	2	9	5	2	6	36	1	1000	  2021	9	5800	2	2	 
201	2	2	 	 	 	 	 	2	9	10	2	7	14	1	9999	  9011	9	4000	2	6	 
201	2	2	 	 	 	 	 	2	9	10	2	5	25	1	28	B	2	5000	2	6	 
201	2	2	 	 	 	 	 	2	9	4	2	5	36	150	9999	    11	9	5000	2	2	 
201	2	4	 	 	 	 	 	2	9	5	2	8	20	1	1000	    21	9	5500	2	3	 
201	2	4	 	 	 	 	 	2	9	10	2	9	20	1	1000	   208	9	5500	2	3	 
201	2	4	 	 	 	 	 	2	9	5	2	7	20	1	1000	   208	9	5500	2	3	 
201	2	5	 	 	 	 	 	2	9	10	1	8	7	150	9999	B	2	5000	2	6	 
201	2	1	 	 	 	 	 	2	9	10	2	6	36	1	1000	  1011	2	4500	2	2	 
201	2	2	 	 	 	 	 	2	9	6	2	7	35	1	9999	B	9	4500	2	6	 
201	2	1	 	 	 	 	 	1	9	5	2	2	36	1	1000	  2011	2	5800	2	3	 
201	2	2	 	 	 	 	 	2	9	10	2	6	36	1	1000	  2021	9	5800	2	3	 
201	2	5	 	 	 	 	 	2	9	14	2	4	41	1	9999	P	2	5000	2	6	1
201	2	1	 	 	 	 	 	2	9	5	2	3	20	150	9999	    11	2	5000	2	3	 
201	2	2	 	 	 	 	 	1	9	5	2	2	5	150	9999	  1017	2	4000	2	2	 
201	2	2	 	 	 	 	 	2	9	4	2	7	35	1	9999	  1017	2	5000	2	6	 
201	2	5	 	 	 	 	 	2	9	5	2	4	36	1	1000	  2021	2	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	4	2	7	7	1	9999	  6111	2	5000	2	3	 
201	2	9	 	 	 	 	 	1	9	5	2	6	26	1	30	    11	2	5800	2	2	 
201	2	9	 	 	 	 	 	1	9	5	2	5	36	1	1000	  2021	9	4300	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	3	36	1	1000	  2021	2	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	11	2	8	11	1	9999	B	2	6000	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	4	26	1	30	    11	2	4300	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	6	20	1	1000	    11	2	99999	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	5	36	1	1000	  2011	2	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	10	2	5	36	1	1000	 10106	2	5500	2	3	 
201	2	9	 	 	 	 	 	2	9	10	2	3	7	1	9999	  6111	2	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	6	36	1	1000	  2021	2	5000	2	3	 
201	2	9	 	 	 	 	 	2	9	14	1	3	37	1	60	  1011	2	5000	2	2	1
201	2	9	 	 	 	 	 	2	9	5	2	7	27	1	40	B	9	4800	2	3	 
201	2	9	 	 	 	 	 	1	9	6	2	4	26	1	30	    11	9	4000	2	2	 
201	2	9	 	 	 	 	 	2	9	11	2	5	26	1	9999	    11	2	4300	2	2	 
201	2	9	 	 	 	 	 	2	9	10	2	8	9	9	30	E	2	5500	2	6	 
201	2	9	 	 	 	 	 	2	9	4	2	6	36	1	1000	  2023	9	5000	2	3	 
201	2	9	 	 	 	 	 	2	9	5	9	6	20	1	1000	    21	9	5000	2	2	 
201	2	9	 	 	 	 	 	1	9	11	2	3	32	1	30	   108	9	4000	2	2	 
201	2	9	 	 	 	 	 	1	9	6	2	4	20	150	9999	    11	2	5000	2	3	1
201	2	9	 	 	 	 	 	2	9	8	2	6	36	1	1000	  2023	2	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	6	26	1	30	    11	9	4000	2	2	 
201	2	9	 	 	 	 	 	1	9	11	2	3	41	10	6	B	9	4600	2	6	 
201	2	9	 	 	 	 	 	1	9	10	2	7	7	1	10	  6111	9	5000	2	2	 
201	2	9	 	 	 	 	 	1	9	14	2	2	32	1	30	   108	2	4000	2	2	 
201	2	9	 	 	 	 	 	2	9	10	2	7	17	1	6	  8016	9	3500	2	6	 
201	2	9	 	 	 	 	 	2	9	14	2	3	18	1	20	  8012	9	4000	2	6	 
201	2	9	 	 	 	 	 	2	9	14	2	8	11	1	9999	  4011	9	5500	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	3	7	1	10	  6111	9	4500	2	6	 
201	2	9	 	 	 	 	 	2	9	14	2	4	36	1	1000	  2023	2	5800	2	3	1
201	2	9	 	 	 	 	 	2	9	6	2	5	27	150	30	  1033	2	5000	2	6	 
201	2	4	 	 	 	 	 	2	9	10	2	6	36	1	1000	  2021	2	5800	2	3	 
201	2	4	 	 	 	 	 	2	9	5	2	5	7	150	9999	K	2	6500	2	6	 
201	2	4	 	 	 	 	 	2	9	14	2	4	22	1	9999	  6111	2	4500	2	2	 
201	2	4	 	 	 	 	 	2	9	4	2	99	14	1	9999	  9011	9	5000	2	3	 
201	2	4	 	 	 	 	 	1	9	5	2	2	26	1	30	    11	9	4300	2	2	 
201	2	4	 	 	 	 	 	1	9	8	2	4	7	1	9999	  6111	2	4900	2	6	 
201	2	1	 	 	 	 	 	1	9	8	2	4	41	1	9999	P	2	5000	2	6	1
201	2	4	 	 	 	 	 	2	9	6	2	4	7	150	9999	  1021	9	4000	2	6	 
201	2	4	 	 	 	 	 	2	9	10	2	5	20	150	9999	  1023	9	5000	2	2	 
201	2	4	 	 	 	 	 	2	9	5	2	5	7	1	5	  6111	9	4000	2	6	 
201	2	4	 	 	 	 	 	2	9	5	2	10	36	1	1000	  2023	9	4500	2	2	 
201	2	1	 	 	 	 	 	2	9	14	2	4	36	1	1000	  2021	9	4800	2	3	 
201	2	4	 	 	 	 	 	2	9	13	2	3	36	1	1000	  2021	9	4800	2	3	 
201	2	4	 	 	 	 	 	2	9	4	2	5	36	1	1000	  2021	2	5800	2	6	 
201	2	4	 	 	 	 	 	2	9	14	2	3	22	1	9999	  6111	9	4500	2	2	 
201	2	4	 	 	 	 	 	2	9	5	2	6	36	1	1000	  2021	2	5800	2	3	 
201	2	4	 	 	 	 	 	2	9	6	2	6	36	1	1000	  2021	2	5800	2	6	 
201	2	1	 	 	 	 	 	2	9	10	2	7	36	1	1000	  2021	2	5800	2	3	 
201	2	1	 	 	 	 	 	2	9	5	2	8	36	1	1000	  2021	2	5800	2	3	 
201	2	4	 	 	 	 	 	2	9	5	2	7	36	1	1000	  2023	2	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	6	36	150	200	  2023	2	5000	2	5	 
201	2	9	 	 	 	 	 	2	9	10	2	10	20	150	9999	  1041	2	5000	2	3	 
201	2	9	 	 	 	 	 	2	9	14	2	5	26	1	30	    11	2	4300	2	2	 
201	2	9	 	 	 	 	 	2	9	5	2	7	26	1	30	    11	2	4300	2	2	 
201	2	9	 	 	 	 	 	2	9	8	2	7	36	1	5	  1021	2	4500	2	2	 
201	2	9	 	 	 	 	 	2	9	5	2	10	20	1	1000	    11	9	5500	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	6	36	1	1000	  2021	2	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	6	20	1	1000	    21	9	5500	2	3	 
201	2	9	 	 	 	 	 	2	9	5	2	4	7	1	5	  6111	9	5000	2	4	 
201	2	9	 	 	 	 	 	2	9	5	2	9	36	1	1000	  2021	2	5800	2	4	 
201	2	9	 	 	 	 	 	1	9	6	2	3	11	1	9999	  4011	9	5500	2	3	 
201	2	9	 	 	 	 	 	2	9	10	2	6	36	1	1000	  2021	2	5000	2	3	 
201	2	9	 	 	 	 	 	2	9	11	3	6	20	150	9999	    11	9	4500	2	4	 
201	2	9	 	 	 	 	 	2	9	1	2	6	36	1	1000	  2023	2	5000	2	3	1
201	2	9	 	 	 	 	 	2	9	5	2	6	36	1	200	   108	9	4500	2	4	 
201	2	9	 	 	 	 	 	2	9	10	2	8	36	1	1000	  2023	2	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	14	2	3	36	1	1000	  2021	9	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	8	2	6	36	1	1000	  2021	9	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	8	2	9	7	1	2	  6111	9	2000	1	4	 
201	2	9	 	 	 	 	 	2	9	10	2	8	26	1	9999	   108	2	4300	2	3	 
201	2	9	 	 	 	 	 	2	9	6	2	7	36	1	1000	  2021	9	5000	2	99	1
201	2	9	 	 	 	 	 	2	9	14	2	5	14	1	9999	  9011	9	4500	2	3	 
201	2	9	 	 	 	 	 	2	9	11	2	5	36	1	1000	  2023	2	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	10	2	4	36	1	1000	  2023	9	5800	2	3	 
201	2	9	 	 	 	 	 	2	9	8	2	6	20	150	9999	    11	9	5000	2	3	 
201	2	9	 	 	 	 	 	2	9	14	2	6	36	150	9999	   108	9	5500	2	4	 
201	2	9	 	 	 	 	 	2	9	14	2	4	20	150	9999	    11	9	4300	2	3	 
201	2	9	 	 	 	 	 	2	9	10	2	7	7	1	9999	  6111	9	3500	2	3	 
201	2	9	 	 	 	 	 	1	9	6	2	4	36	1	1000	  1023	9	5000	2	3	 
201	2	9	 	 	 	 	 	1	9	11	2	7	36	1	1000	  2021	2	5800	2	6	 
201	2	9	 	 	 	 	 	1	9	4	2	5	20	150	9999	    11	9	5000	2	2	 
201	2	9	 	 	 	 	 	1	9	5	2	8	20	150	9999	    11	9	5000	2	2	 
201	2	9	 	 	 	 	 	1	9	5	2	8	36	1	1000	  2021	9	5800	2	6	 
201	2	9	 	 	 	 	 	2	9	14	2	9	35	150	9999	 10103	9	4000	2	2	 
201	2	9	 	 	 	 	 	1	9	14	2	8	36	1	1000	  2021	9	5800	2	6	 
201	2	9	 	 	 	 	 	1	9	5	2	7	26	1	30	    11	9	4000	2	6	 
201	2	9	 	 	 	 	 	1	9	5	2	5	20	1	1000	  2041	9	5000	2	2	 
201	2	9	 	 	 	 	 	2	9	11	2	3	36	1	1000	  2021	9	5800	2	6	 
201	2	9	 	 	 	 	 	2	9	9	2	9	26	1	9999	    11	2	4300	2	2	 
201	2	9	 	 	 	 	 	2	9	5	2	7	7	1	15	  6111	9	5000	2	6	 
201	2	9	 	 	 	 	 	1	9	6	2	8	26	1	30	    11	2	4300	2	6	 
201	2	9	 	 	 	 	 	1	9	5	2	5	7	1	5	  6014	2	3500	2	6	 
201	2	9	 	 	 	 	 	2	9	5	2	5	36	1	1000	  2023	9	4500	2	2	 
201	2	9	 	 	 	 	 	1	9	5	2	7	11	1	9999	  3011	2	6000	2	2	 
201	2	9	 	 	 	 	 	1	9	10	2	7	36	1	1000	  2021	9	5800	2	2	 
201	2	9	 	 	 	 	 	1	9	10	2	6	7	1	8	  6111	2	6000	2	6	 
201	2	9	 	 	 	 	 	2	9	11	2	11	36	1	1000	  2021	9	5800	2	2	 
201	2	9	 	 	 	 	 	2	9	6	2	9	36	1	1000	  2021	9	5800	2	2	 
202	1	5	 	 	 	 	 	9	2	5	2	6	33	1	1000	  2017	1	5500	2	3	 
202	1	2	 	 	 	 	 	9	4	1	2	10	36	1	1000	  2017	1	6000	2	3	 
202	1	2	 	 	 	 	 	9	5	10	2	8	36	1	1000	  2017	1	6000	2	3	 
202	1	5	 	 	 	 	 	9	3	1	2	9	37	1	1000	 10103	1	7700	2	6	1
202	1	5	 	 	 	 	 	9	1	14	2	3	36	1	1000	  2011	2	5800	2	3	1
202	1	2	 	 	 	 	 	9	1	1	2	3	36	1	1000	  2011	2	5800	2	3	1
202	1	2	 	 	 	 	 	9	2	5	2	8	33	1	1000	  1010	2	4800	2	5	1
202	1	2	 	 	 	 	 	9	1	11	2	6	33	1	1000	  1010	2	4800	2	3	 
202	1	2	 	 	 	 	 	9	3	1	2	10	38	1	200	  1011	2	4500	2	3	 
202	1	2	 	 	 	 	 	9	2	1	2	5	38	1	200	  1011	2	4500	2	3	 
202	1	5	 	 	 	 	 	9	1	11	2	4	38	1	200	  1011	2	4500	2	3	 
202	1	2	 	 	 	 	 	9	2	5	2	6	34	1	9999	  1015	2	4500	2	2	 
202	1	2	 	 	 	 	 	9	1	11	2	5	34	1	9999	  1015	2	4500	2	2	 
202	1	5	 	 	 	 	 	9	1	14	2	1	35	1	1000	  2017	1	5000	2	3	 
202	1	2	 	 	 	 	 	9	1	11	2	5	35	1	1000	  2017	1	5000	2	3	 
202	1	5	 	 	 	 	 	9	3	1	2	5	35	1	1000	  2017	1	5000	2	3	 
202	1	2	 	 	 	 	 	9	2	5	2	5	35	150	1000	  2017	1	5000	2	3	 
202	1	2	 	 	 	 	 	9	1	8	2	7	33	1	200	  1011	2	5000	2	3	 
202	1	2	 	 	 	 	 	9	2	10	2	4	33	1	200	  1011	2	5000	2	3	 
202	1	5	 	 	 	 	 	9	1	5	2	8	33	1	200	  1011	2	5000	2	3	 
202	1	1	 	 	 	 	 	9	1	5	2	6	36	1	200	  1011	2	4500	2	3	 
202	1	5	 	 	 	 	 	9	1	5	2	4	36	1	200	  1011	2	4500	2	3	 
202	1	2	 	 	 	 	 	9	1	4	2	3	36	1	200	  1011	2	4500	2	3	 
202	1	2	 	 	 	 	 	9	2	11	2	3	36	1	200	  1011	2	4500	2	3	 
202	1	2	 	 	 	 	 	9	3	14	2	5	36	1	200	  1011	2	4500	2	3	 
202	1	5	 	 	 	 	 	9	1	14	2	3	35	1	500	  1017	1	4500	2	3	1
202	1	5	 	 	 	 	 	9	1	5	2	4	35	1	500	  1017	1	4500	2	3	1
202	1	5	 	 	 	 	 	9	1	14	2	2	35	1	500	  1017	1	4500	2	3	1
202	1	5	 	 	 	 	 	9	1	5	2	1	35	1	500	  1017	1	4500	2	3	1
202	1	5	 	 	 	 	 	9	2	5	2	3	35	1	500	  1017	1	4500	2	3	1
202	1	5	 	 	 	 	 	9	3	5	2	7	35	1	500	  1017	1	4500	2	3	1
202	1	5	 	 	 	 	 	9	2	6	2	5	35	1	500	  1017	1	4500	2	3	1
202	1	2	 	 	 	 	 	9	4	14	2	3	33	1	100	  1010	2	5000	2	3	 
202	1	2	 	 	 	 	 	9	1	5	2	6	38	1	100	  1010	2	4500	2	3	 
202	1	2	 	 	 	 	 	9	2	5	2	4	35	1	9999	  1010	2	4500	2	3	 
202	1	5	1	 	 	 	 	9	2	5	2	7	36	1	1000	  2023	9	5500	2	3	 
202	1	5	 	 	 	 	 	9	1	5	2	3	37	10	500	  1011	2	5000	2	3	 
202	1	2	 	 	 	 	 	9	1	8	2	4	34	150	200	  1011	2	5500	2	2	 
202	1	2	 	 	 	 	 	9	4	5	2	4	34	150	200	  1011	2	5500	2	2	 
202	1	2	 	 	 	 	 	9	1	5	2	6	34	150	200	  1011	2	5500	2	2	 
202	1	2	 	 	 	 	 	9	1	5	2	3	34	150	200	  1011	2	5500	2	2	 
202	1	2	 	 	 	 	 	9	4	1	2	10	34	150	200	  1011	2	5500	2	2	 
202	1	2	 	 	 	 	 	9	2	11	2	6	34	150	200	  1011	2	5500	2	2	 
202	1	2	 	 	 	 	 	9	1	7	2	4	7	1	9999	  6111	9	99999	1	6	 
202	1	5	 	 	 	 	 	9	1	5	2	5	7	1	5	  6016	2	99999	2	5	 
202	2	4	 	 	 	 	 	9	1	5	2	5	14	1	9999	  9011	9	5500	2	3	 
202	2	5	 	 	 	 	 	9	2	14	2	4	14	1	9999	  9011	9	5500	2	3	 
202	2	5	 	 	 	 	 	9	1	8	2	6	14	1	9999	  9011	9	5500	2	3	1
202	2	9	 	 	 	 	 	9	3	14	2	3	14	1	9999	  9011	9	5500	2	3	 
202	2	4	 	 	 	 	 	9	1	5	2	6	36	1	1000	  2023	9	5800	2	3	 
202	2	5	 	 	 	 	 	9	3	8	2	7	36	1	1000	  2021	9	5800	2	3	1
202	2	4	 	 	 	 	 	9	2	5	2	6	36	1	1000	  2021	9	5800	2	3	 
202	2	5	 	 	 	 	 	9	3	10	2	7	36	1	1000	E	9	5800	2	3	1
202	2	4	 	 	 	 	 	9	4	1	2	8	38	1	100	   108	9	4500	2	3	 
202	2	5	 	 	 	 	 	9	1	1	2	1	38	1	100	 10106	9	4500	2	3	 
202	2	4	 	 	 	 	 	9	2	5	2	6	38	1	100	   108	9	4500	2	3	 
202	2	1	 	 	 	 	 	9	1	5	2	4	38	1	100	  1021	9	4500	2	3	 
202	2	5	 	 	 	 	 	9	1	11	2	5	38	1	100	   108	9	4500	2	3	 
202	2	5	 	 	 	 	 	9	1	8	2	5	38	1	100	 10106	9	4500	2	3	 
202	2	4	 	 	 	 	 	9	1	5	2	4	38	1	100	 10106	9	4500	2	3	 
202	2	5	 	 	 	 	 	9	2	11	2	3	38	1	100	   108	9	4500	2	3	 
202	2	4	 	 	 	 	 	9	3	7	2	7	38	1	100	B	9	4500	2	3	 
202	2	4	 	 	 	 	 	9	1	1	2	8	36	1	200	  1021	9	4500	2	3	 
202	2	4	 	 	 	 	 	9	1	8	2	4	36	1	200	  1021	9	4500	2	3	 
202	2	4	 	 	 	 	 	9	4	10	2	9	36	1	1000	  2021	9	5800	2	3	 
202	2	4	 	 	 	 	 	9	1	14	2	2	36	1	200	  1023	9	99999	2	3	 
202	2	1	 	 	 	 	 	9	1	8	2	8	36	1	200	  1023	9	99999	2	3	 
202	2	1	 	 	 	 	 	9	4	1	2	8	36	1	200	  1023	9	99999	2	3	 
202	2	4	 	 	 	 	 	9	1	6	2	6	36	1	9999	  1023	9	99999	2	2	 
202	2	5	1	 	 	 	 	9	1	1	2	4	36	1	200	  1021	9	5700	2	3	 
202	2	1	 	 	 	 	 	9	1	11	2	4	26	10	9999	C	9	99999	2	2	 
202	2	4	 	 	 	 	 	9	2	1	2	6	26	10	9999	    11	9	99999	2	2	 
202	2	4	 	 	 	 	 	9	3	5	2	7	26	10	9999	    11	9	99999	2	2	 
202	2	5	1	 	 	 	 	9	2	5	2	3	36	1	1000	    11	9	5500	2	3	 
202	2	5	1	 	 	 	 	9	1	5	2	3	36	1	1000	    11	9	5500	2	3	 
202	2	4	 	 	 	 	 	9	1	5	2	4	36	1	1000	 10106	9	5500	2	3	 
202	2	4	 	 	 	 	 	9	2	6	2	5	36	1	1000	    11	9	5500	2	3	 
202	2	4	 	 	 	 	 	9	3	9	2	7	36	1	1000	    11	9	5500	2	3	 
202	2	4	 	 	 	 	 	9	2	6	2	7	20	1	1000	    21	9	4000	2	6	 
202	2	5	1	 	 	 	 	9	5	5	2	6	42	999	9999	M	9	99999	1	6	 
202	2	5	1	 	 	 	 	9	2	1	2	6	36	1	1000	  2021	9	5000	2	6	 
203	1	2	 	 	 	 	 	9	1	5	2	3	36	1	1000	 	9	99999	2	6	 
203	1	6	 	 	 	 	 	9	3	6	2	7	34	1	50	 	9	99999	2	2	 
203	1	6	 	 	 	 	 	9	4	10	2	5	36	1	500	  1016	9	5000	2	2	 
203	1	5	 	 	 	 	 	9	1	5	2	5	35	1	1000	  2017	1	5000	2	2	 
203	1	5	 	 	 	 	 	9	2	5	2	6	43	999	9999	 	9	99999	2	6	 
