gakkou	seibetu	q2_1	q2_2	q2_3	q2_4	q2_5	q2_6	q3.1	q3.2	q4.1	q4.3.1	q4.3.2	q5	q7	q8
101	1	2	 	 	 	 	 	1	1	3	2	8	2	2	 
101	1	1	 	 	 	 	 	1	1	4	2	4	2	2	 
101	1	1	 	 	 	 	 	1	1	5	3	6	1	1	 
101	1	2	 	 	 	 	 	2	2	3	2	8	2	1	 
101	1	5	 	 	 	 	 	1	1	6	2	5	2	2	1
101	1	1	 	 	 	 	 	1	1	6	2	4	2	2	 
101	1	1	 	 	 	 	 	1	1	4	1	11	2	2	 
101	1	2	 	 	 	 	 	1	1	5	2	1	2	2	 
101	1	5	 	 	 	 	 	2	3	6	2	7	3	1	1
101	1	1	 	 	 	 	 	2	2	6	2	8	2	2	 
101	1	1	 	 	 	 	 	1	1	1	2	5	2	2	 
101	1	1	 	 	 	 	 	2	2	4	2	5	3	2	1
101	1	5	 	 	 	 	 	1	1	4	2	3	2	2	 
101	1	2	 	 	 	 	 	2	2	3	2	7	2	1	 
101	1	1	 	 	 	 	 	2	4	14	2	3	9	1	 
101	1	2	 	 	 	 	 	2	2	3	2	8	6	1	 
101	1	2	 	 	 	 	 	2	2	4	2	10	2	3	1
101	2	4	 	 	 	 	 	2	1	5	2	11	1	5	 
101	2	4	 	 	 	 	 	1	1	6	2	2	1	2	 
101	2	4	 	 	 	 	 	2	3	14	2	6	1	6	 
101	2	4	 	 	 	 	 	2	3	5	2	4	2	1	 
101	2	4	 	 	 	 	 	2	2	3	2	4	2	4	 
101	2	1	 	 	 	 	 	2	4	10	2	6	3	1	1
101	2	4	 	 	 	 	 	2	2	5	2	7	5	1	 
101	2	4	 	 	 	 	 	1	1	3	2	2	4	1	 
101	2	4	 	 	 	 	 	2	3	5	2	7	4	1	 
101	2	4	 	 	 	 	 	2	3	6	2	3	5	1	 
101	2	4	 	 	 	 	 	2	3	1	2	9	2	5	 
101	2	4	 	 	 	 	 	2	3	4	3	3	1	5	 
101	2	4	 	 	 	 	 	2	3	3	2	6	5	5	 
101	2	4	 	 	 	 	 	2	2	5	2	7	5	1	 
101	2	4	 	 	 	 	 	2	1	6	2	3	5	1	 
101	2	4	 	 	 	 	 	2	1	4	2	6	6	1	 
101	2	4	 	 	 	 	 	2	4	6	2	3	1	5	 
101	2	1	 	 	 	 	 	2	3	5	2	6	5	1	 
101	2	4	 	 	 	 	 	2	1	10	2	6	6	5	 
101	2	4	 	 	 	 	 	2	1	5	2	7	5	5	 
101	2	9	 	 	 	 	 	2	2	5	2	5	1	1	 
101	2	9	 	 	 	 	 	2	2	5	2	6	1	5	 
101	2	9	 	 	 	 	 	2	3	5	3	8	1	1	 
101	2	9	 	 	 	 	 	2	2	5	2	6	1	4	 
101	2	9	 	 	 	 	 	1	1	14	2	2	1	6	 
101	2	9	 	 	 	 	 	2	2	5	2	8	1	1	 
102	1	2	 	 	 	 	 	2	4	6	1	8	2	2	1
102	1	2	 	 	 	 	 	1	1	4	2	5	2	2	 
102	1	5	1	 	 	 	 	1	1	5	2	4	6	3	 
102	1	5	2	 	 	 	 	2	2	6	2	6	2	2	 
102	1	5	2	 	 	 	 	1	1	6	3	6	2	2	 
102	1	5	2	 	 	 	 	2	2	4	2	5	2	2	 
102	1	2	 	 	 	 	 	2	2	4	3	7	2	2	 
102	1	5	2	 	 	 	 	2	3	4	2	6	5	1	3
102	1	5	2	 	 	 	 	1	1	6	2	6	2	1	1
102	2	4	 	 	 	 	 	2	4	14	2	6	1	1	 
102	2	5	4	 	 	 	 	2	2	14	2	5	1	1	2
102	2	5	4	 	 	 	 	2	3	7	2	6	1	6	 
102	2	5	4	 	 	 	 	2	1	5	2	4	6	6	 
102	2	5	1	 	 	 	 	2	1	5	2	5	1	6	 
102	2	5	1	 	 	 	 	2	6	10	2	3	6	6	 
102	2	4	 	 	 	 	 	2	2	14	3	4	1	6	 
102	2	4	 	 	 	 	 	2	1	10	2	4	1	6	 
102	2	4	 	 	 	 	 	2	2	10	2	6	1	6	 
102	2	4	 	 	 	 	 	2	1	14	2	5	1	6	 
102	2	4	 	 	 	 	 	2	1	14	2	5	1	6	 
102	2	5	4	 	 	 	 	2	1	10	2	6	1	6	 
102	2	4	 	 	 	 	 	2	2	5	2	4	1	1	 
102	2	5	4	 	 	 	 	2	3	6	3	8	2	2	 
102	2	9	 	 	 	 	 	2	1	6	2	5	2	2	 
102	2	5	4	 	 	 	 	2	1	5	2	4	5	1	2
102	2	4	 	 	 	 	 	2	2	5	2	5	5	9	2
102	2	5	4	 	 	 	 	2	1	10	2	3	5	1	 
102	2	5	4	 	 	 	 	2	3	4	1	6	5	6	2
102	2	5	1	 	 	 	 	2	1	10	2	4	5	9	2
102	2	5	1	 	 	 	 	2	1	10	2	5	5	1	2
102	2	5	4	 	 	 	 	2	1	5	2	6	5	1	2
102	2	5	4	 	 	 	 	2	1	10	2	4	5	1	2
102	2	5	4	 	 	 	 	2	2	4	1	7	5	6	2
102	2	4	 	 	 	 	 	2	1	5	2	6	5	1	2
102	2	5	4	 	 	 	 	2	3	5	2	5	1	1	1
103	1	2	 	 	 	 	 	9	1	4	2	4	2	2	 
103	1	2	 	 	 	 	 	9	1	4	2	4	2	2	 
103	1	2	 	 	 	 	 	9	1	6	2	5	2	2	 
103	1	1	 	 	 	 	 	9	4	4	2	8	2	2	 
103	1	2	 	 	 	 	 	9	1	4	3	4	2	2	 
103	1	1	 	 	 	 	 	9	1	6	2	4	2	2	 
103	1	1	 	 	 	 	 	9	1	4	2	3	2	2	 
103	1	9	 	 	 	 	 	9	1	6	3	3	2	2	 
103	1	9	 	 	 	 	 	9	2	4	3	5	2	2	 
103	1	9	 	 	 	 	 	9	1	6	2	3	2	2	 
103	1	1	 	 	 	 	 	9	4	5	3	5	1	1	 
103	1	1	 	 	 	 	 	9	4	6	2	5	2	2	 
103	1	1	 	 	 	 	 	9	1	5	3	7	4	1	 
103	1	1	 	 	 	 	 	9	1	4	2	4	2	2	 
103	1	2	 	 	 	 	 	9	1	4	2	4	2	2	 
103	1	2	 	 	 	 	 	9	1	14	2	6	4	1	 
103	1	2	 	 	 	 	 	9	3	5	2	7	4	1	 
103	1	2	 	 	 	 	 	9	2	14	2	5	4	1	 
103	2	4	 	 	 	 	 	9	1	5	2	2	1	6	 
103	2	4	 	 	 	 	 	9	1	6	2	4	2	1	 
103	2	4	 	 	 	 	 	9	1	8	2	5	1	1	 
103	2	4	 	 	 	 	 	9	3	5	2	6	1	1	 
103	2	4	 	 	 	 	 	9	1	6	2	4	2	2	 
103	2	4	 	 	 	 	 	9	1	14	3	3	1	1	 
103	2	4	 	 	 	 	 	9	1	5	3	5	1	6	 
103	2	4	 	 	 	 	 	9	1	5	2	6	4	1	 
103	2	4	 	 	 	 	 	9	1	6	3	3	2	2	 
103	2	4	 	 	 	 	 	9	1	6	2	3	2	2	 
103	2	4	 	 	 	 	 	9	2	6	2	5	2	2	 
103	2	4	 	 	 	 	 	9	3	14	2	7	6	6	 
103	2	4	 	 	 	 	 	9	2	14	3	10	2	1	 
104	1	2	 	 	 	 	 	9	2	6	2	7	2	2	 
104	1	2	 	 	 	 	 	9	2	4	2	8	2	2	 
104	1	2	 	 	 	 	 	9	1	5	2	5	2	2	 
104	1	2	 	 	 	 	 	9	1	5	2	6	2	2	 
104	1	5	 	 	 	 	 	9	1	4	2	5	2	2	1
104	1	9	 	 	 	 	 	9	9	8	2	8	5	1	3
104	2	4	 	 	 	 	 	9	2	8	2	8	6	6	2
104	2	4	 	 	 	 	 	9	2	4	2	7	1	6	 
104	2	4	 	 	 	 	 	9	1	11	3	4	1	6	 
104	2	4	 	 	 	 	 	9	1	11	3	6	1	6	 
104	2	1	 	 	 	 	 	9	3	6	2	7	2	6	 
104	2	4	 	 	 	 	 	9	4	11	2	4	6	4	 
104	2	5	 	 	 	 	 	9	4	11	2	3	6	3	 
104	2	1	 	 	 	 	 	9	1	5	2	7	1	6	2
105	1	5	 	 	 	 	 	9	3	11	3	9	4	9	 
105	1	5	 	 	 	 	 	9	4	5	3	8	6	9	 
105	1	9	 	 	 	 	 	9	1	5	9	4	5	1	3
105	1	9	 	 	 	 	 	9	2	5	9	7	5	1	3
105	1	9	 	 	 	 	 	9	4	5	9	5	5	1	3
105	1	9	 	 	 	 	 	9	4	5	9	9	5	1	3
105	1	9	 	 	 	 	 	9	1	5	9	3	5	1	3
105	1	9	 	 	 	 	 	9	3	5	9	8	5	1	3
105	1	9	 	 	 	 	 	9	3	10	9	5	5	1	3
105	2	5	 	 	 	 	 	9	4	6	2	7	6	9	 
105	2	5	 	 	 	 	 	9	3	14	3	5	7	9	 
105	2	5	 	 	 	 	 	9	1	15	3	4	8	1	 
105	2	5	 	 	 	 	 	9	2	6	2	6	8	9	 
105	2	5	 	 	 	 	 	9	5	5	3	4	9	9	 
105	2	5	 	 	 	 	 	9	1	5	3	5	7	9	2
105	2	5	 	 	 	 	 	9	4	5	3	4	6	9	 
105	2	5	 	 	 	 	 	9	1	6	2	5	2	9	 
105	2	5	 	 	 	 	 	9	2	5	3	6	9	9	 
105	2	5	 	 	 	 	 	9	3	5	3	7	9	9	 
105	2	5	 	 	 	 	 	9	1	5	3	5	9	9	 
105	2	5	 	 	 	 	 	9	3	5	3	4	9	9	 
105	2	5	 	 	 	 	 	9	4	5	9	5	9	9	 
105	2	5	 	 	 	 	 	9	2	5	9	7	9	9	 
105	2	5	 	 	 	 	 	9	4	5	9	8	9	9	 
105	2	5	 	 	 	 	 	9	1	5	9	4	9	9	 
105	2	5	 	 	 	 	 	9	2	5	9	6	9	9	 
111	1	5	 	 	 	 	 	9	1	4	1	4	2	2	 
111	1	5	 	 	 	 	 	9	1	4	2	4	2	9	 
111	1	5	 	 	 	 	 	9	1	4	2	3	2	9	 
111	2	5	 	 	 	 	 	9	1	10	2	5	1	9	 
111	2	5	 	 	 	 	 	9	1	4	1	4	1	9	 
111	2	6	2	1	 	 	 	9	4	4	1	6	1	9	 
111	2	6	2	1	 	 	 	9	1	11	2	4	1	9	 
111	2	5	 	 	 	 	 	9	5	13	2	3	1	9	 
111	2	5	 	 	 	 	 	9	3	4	1	5	1	9	 
112	1	5	 	 	 	 	 	2	3	15	9	99	9	9	 
112	1	5	1	 	 	 	 	1	1	6	1	6	2	2	 
112	1	2	 	 	 	 	 	1	1	15	9	99	9	9	 
112	1	9	 	 	 	 	 	1	2	6	2	5	2	2	 
112	1	2	 	 	 	 	 	1	1	10	2	7	4	1	 
112	1	5	2	 	 	 	 	1	1	4	2	4	2	2	 
112	1	2	 	 	 	 	 	2	4	15	9	99	9	9	 
112	1	9	 	 	 	 	 	1	1	6	2	6	2	2	 
112	1	9	 	 	 	 	 	2	4	15	9	99	9	9	 
112	1	1	 	 	 	 	 	9	9	10	9	99	9	9	 
112	1	5	2	 	 	 	 	9	9	10	9	99	9	9	 
112	1	2	 	 	 	 	 	2	3	15	9	99	9	9	 
112	1	5	 	 	 	 	 	2	6	10	2	2	9	9	 
112	1	9	 	 	 	 	 	1	1	6	2	5	2	2	 
112	1	1	 	 	 	 	 	1	1	10	9	99	9	9	 
112	1	5	 	 	 	 	 	2	4	10	2	6	6	9	 
112	1	9	 	 	 	 	 	1	1	10	9	99	9	9	 
112	1	5	2	 	 	 	 	1	1	6	1	8	2	2	 
112	1	2	 	 	 	 	 	1	2	6	2	4	2	2	 
112	1	5	2	 	 	 	 	1	1	15	9	99	9	9	 
112	2	9	 	 	 	 	 	2	3	15	9	99	9	9	 
112	2	4	 	 	 	 	 	2	1	10	2	5	1	9	 
112	2	1	 	 	 	 	 	2	4	10	2	7	9	9	 
112	2	4	 	 	 	 	 	2	2	10	2	6	9	9	2
112	2	5	4	 	 	 	 	2	1	15	9	99	9	9	 
112	2	4	 	 	 	 	 	2	1	10	2	4	9	9	 
112	2	1	 	 	 	 	 	2	1	10	2	5	9	9	 
112	2	5	 	 	 	 	 	2	3	10	2	5	9	9	 
112	2	5	4	 	 	 	 	2	1	5	2	7	6	9	2
112	2	9	 	 	 	 	 	2	2	10	2	4	9	9	 
112	2	9	 	 	 	 	 	2	2	15	9	99	9	9	 
112	2	5	 	 	 	 	 	9	9	15	9	99	9	9	 
112	2	5	4	 	 	 	 	2	1	15	2	4	9	9	 
112	2	9	 	 	 	 	 	2	5	14	2	4	9	9	 
112	2	9	 	 	 	 	 	2	1	10	2	4	9	9	 
112	2	9	 	 	 	 	 	2	4	5	2	6	9	9	 
112	2	4	 	 	 	 	 	2	1	15	2	3	9	9	 
112	2	9	 	 	 	 	 	9	9	15	9	99	9	9	 
112	2	5	4	 	 	 	 	2	1	8	2	5	4	9	 
113	1	5	2	 	 	 	 	9	2	13	2	7	2	9	 
113	1	5	2	 	 	 	 	9	2	13	2	8	2	9	 
113	1	5	1	 	 	 	 	9	1	4	2	5	2	2	 
113	1	5	2	 	 	 	 	9	1	5	2	6	1	1	 
113	1	5	2	 	 	 	 	9	2	5	2	7	2	1	1
113	1	9	 	 	 	 	 	9	2	10	2	4	6	1	 
113	1	5	2	 	 	 	 	9	1	5	2	3	6	1	 
113	1	5	2	 	 	 	 	9	1	10	2	7	6	1	 
113	1	5	2	 	 	 	 	9	1	5	2	2	6	1	 
113	1	5	2	 	 	 	 	9	1	6	2	2	2	2	 
113	1	5	1	 	 	 	 	9	2	5	2	5	3	1	1
113	1	5	2	 	 	 	 	9	2	6	2	9	2	1	 
113	1	5	2	 	 	 	 	9	4	1	2	6	2	1	 
113	1	5	2	 	 	 	 	9	3	6	2	6	2	1	 
113	2	5	4	 	 	 	 	9	4	6	2	10	6	9	 
113	2	5	4	 	 	 	 	9	1	4	2	3	6	9	 
113	2	5	4	 	 	 	 	9	2	5	2	5	6	1	 
113	2	5	4	 	 	 	 	9	2	6	2	3	2	2	2
113	2	5	4	 	 	 	 	9	1	14	2	4	5	1	2
113	2	5	4	 	 	 	 	9	1	5	2	3	1	9	 
113	2	5	4	 	 	 	 	9	1	10	2	4	6	4	 
113	2	5	4	 	 	 	 	9	2	6	2	7	2	9	 
113	2	5	4	 	 	 	 	9	1	10	2	5	6	9	 
113	2	5	4	 	 	 	 	9	1	1	2	4	2	4	 
113	2	5	4	 	 	 	 	9	2	1	2	9	2	9	 
113	2	5	4	 	 	 	 	9	4	5	2	4	6	9	 
113	2	5	4	 	 	 	 	9	2	10	2	3	2	9	 
113	2	5	4	 	 	 	 	9	4	1	2	11	2	9	 
113	2	5	4	 	 	 	 	9	1	6	2	7	2	9	 
113	2	5	4	 	 	 	 	9	2	10	2	5	6	9	 
113	2	5	4	 	 	 	 	9	1	5	2	4	5	1	2
114	1	5	 	 	 	 	 	9	2	6	2	5	2	2	 
114	1	5	 	 	 	 	 	9	1	1	2	4	2	2	 
114	1	5	 	 	 	 	 	9	4	1	2	6	2	2	 
114	1	5	 	 	 	 	 	9	4	4	2	6	2	2	 
114	1	5	 	 	 	 	 	9	3	6	2	7	2	2	 
114	1	5	 	 	 	 	 	9	4	1	2	6	2	2	 
114	1	5	 	 	 	 	 	9	3	4	2	7	2	2	 
114	1	5	 	 	 	 	 	9	1	1	2	8	2	2	 
114	1	5	 	 	 	 	 	9	1	1	2	5	2	2	 
114	1	5	 	 	 	 	 	9	1	1	3	2	2	2	 
114	2	5	 	 	 	 	 	9	3	1	2	5	2	9	 
114	2	5	 	 	 	 	 	9	3	1	3	7	2	9	 
114	2	5	 	 	 	 	 	9	2	5	2	7	1	1	 
114	2	5	 	 	 	 	 	9	4	4	2	6	1	9	 
114	2	5	 	 	 	 	 	9	4	1	2	6	2	9	 
114	2	5	 	 	 	 	 	9	2	5	2	6	1	1	 
114	2	5	 	 	 	 	 	9	2	1	2	4	2	9	 
114	2	5	 	 	 	 	 	9	1	1	2	6	2	9	 
114	2	5	 	 	 	 	 	9	3	1	2	7	1	9	 
114	2	5	 	 	 	 	 	9	2	5	2	5	1	9	 
114	2	5	 	 	 	 	 	9	2	6	2	6	2	9	 
114	2	5	 	 	 	 	 	9	3	5	2	10	1	9	 
114	2	5	 	 	 	 	 	9	3	1	2	10	2	9	 
114	2	5	 	 	 	 	 	9	1	5	2	7	6	9	 
114	2	5	 	 	 	 	 	9	1	1	2	7	2	9	 
114	2	5	 	 	 	 	 	9	3	1	2	10	2	9	 
114	2	5	 	 	 	 	 	9	4	5	2	11	1	9	 
114	2	5	 	 	 	 	 	9	1	1	2	9	2	9	 
115	1	1	 	 	 	 	 	9	4	6	2	99	2	2	 
115	1	1	 	 	 	 	 	9	1	11	2	99	2	9	 
115	1	2	 	 	 	 	 	9	1	3	2	99	2	2	 
115	1	2	 	 	 	 	 	9	4	4	2	99	2	2	 
115	1	2	 	 	 	 	 	9	3	10	2	99	2	1	 
115	1	2	 	 	 	 	 	9	1	4	3	99	2	2	 
115	1	2	 	 	 	 	 	9	2	5	3	99	7	1	 
115	1	2	 	 	 	 	 	9	2	11	3	99	4	1	 
115	1	2	 	 	 	 	 	9	1	5	3	99	4	1	 
115	1	2	 	 	 	 	 	9	4	5	3	99	4	1	 
115	1	2	 	 	 	 	 	9	1	3	2	99	2	2	 
115	1	2	 	 	 	 	 	9	4	5	2	99	4	1	 
115	1	2	 	 	 	 	 	9	1	13	2	99	2	1	 
115	1	2	 	 	 	 	 	9	6	14	3	99	6	1	 
115	1	2	 	 	 	 	 	9	2	6	2	99	2	2	 
115	1	2	 	 	 	 	 	9	1	3	2	99	2	2	 
115	1	1	 	 	 	 	 	9	1	5	2	99	4	1	 
115	1	1	 	 	 	 	 	9	1	14	3	99	4	1	 
115	1	1	 	 	 	 	 	9	3	5	2	99	3	1	 
115	1	2	 	 	 	 	 	9	1	3	2	99	2	2	 
115	1	2	 	 	 	 	 	9	3	5	2	99	8	1	 
115	1	1	 	 	 	 	 	9	2	5	2	99	2	1	 
115	1	1	 	 	 	 	 	9	2	3	2	99	2	2	 
115	1	1	 	 	 	 	 	9	6	6	2	99	2	1	 
115	1	1	 	 	 	 	 	9	5	5	2	99	4	1	 
115	1	1	 	 	 	 	 	9	7	6	2	99	1	5	 
115	1	1	 	 	 	 	 	9	1	3	2	99	2	2	 
115	1	2	 	 	 	 	 	9	1	10	3	99	5	1	 
115	2	1	 	 	 	 	 	9	4	6	9	99	2	9	 
115	2	9	 	 	 	 	 	9	1	4	9	99	9	9	 
115	2	9	 	 	 	 	 	9	1	5	3	1	1	9	 
115	2	1	 	 	 	 	 	9	3	14	3	4	1	9	 
115	2	4	 	 	 	 	 	9	1	8	2	3	1	9	 
115	2	1	 	 	 	 	 	9	6	10	2	3	1	9	 
115	2	4	 	 	 	 	 	9	1	3	2	5	6	9	 
115	2	1	 	 	 	 	 	9	5	10	2	4	1	9	 
115	2	9	 	 	 	 	 	9	1	11	3	9	1	9	 
115	2	9	 	 	 	 	 	9	1	14	2	7	2	2	 
115	2	9	 	 	 	 	 	9	1	6	3	6	2	9	 
115	2	9	 	 	 	 	 	9	1	4	3	9	1	9	 
115	2	9	 	 	 	 	 	9	1	6	2	6	2	9	 
115	2	9	 	 	 	 	 	9	1	6	2	9	1	1	 
115	2	9	 	 	 	 	 	9	7	15	2	3	1	9	 
115	2	9	 	 	 	 	 	9	2	6	3	6	9	1	 
115	2	9	 	 	 	 	 	9	4	10	2	10	3	1	 
115	2	4	 	 	 	 	 	9	1	5	3	5	6	9	 
115	2	4	 	 	 	 	 	9	1	10	2	7	6	1	 
115	2	4	 	 	 	 	 	9	1	11	3	6	1	1	 
115	2	1	 	 	 	 	 	9	1	10	2	3	5	9	 
116	1	2	 	 	 	 	 	9	1	4	2	3	2	2	1
116	1	2	 	 	 	 	 	9	1	13	2	6	2	2	 
116	1	5	 	 	 	 	 	9	6	4	2	5	2	2	 
116	1	5	 	 	 	 	 	9	1	6	2	3	2	2	1
116	1	5	 	 	 	 	 	9	1	6	2	7	2	1	1
116	1	2	 	 	 	 	 	9	1	4	3	3	2	2	 
116	1	2	 	 	 	 	 	9	4	14	2	6	2	1	 
116	1	5	 	 	 	 	 	9	2	6	3	3	2	1	1
116	1	2	 	 	 	 	 	9	1	4	3	4	2	2	 
116	1	2	 	 	 	 	 	9	1	4	2	2	2	2	 
116	1	5	 	 	 	 	 	9	1	4	2	4	2	2	 
116	1	5	 	 	 	 	 	9	1	6	2	6	2	1	1
116	1	2	 	 	 	 	 	9	1	4	2	7	2	2	 
116	1	5	 	 	 	 	 	9	1	4	2	7	2	2	 
116	1	2	 	 	 	 	 	9	4	4	2	7	2	5	 
116	2	4	 	 	 	 	 	9	3	11	3	7	4	1	 
116	2	4	 	 	 	 	 	9	1	6	2	3	4	2	 
116	2	4	 	 	 	 	 	9	5	5	3	2	1	6	 
116	2	5	 	 	 	 	 	9	1	14	3	3	4	6	 
116	2	5	 	 	 	 	 	9	1	5	2	4	4	1	 
116	2	4	 	 	 	 	 	9	1	4	2	3	4	1	 
116	2	1	 	 	 	 	 	9	6	6	2	3	2	2	 
116	2	4	 	 	 	 	 	9	3	5	3	5	4	1	 
116	2	5	 	 	 	 	 	9	2	14	3	4	4	1	1
116	2	5	 	 	 	 	 	9	2	5	2	7	1	6	 
116	2	5	 	 	 	 	 	9	1	5	2	3	4	6	 
116	2	5	 	 	 	 	 	9	3	11	3	7	4	6	 
116	2	5	 	 	 	 	 	9	3	4	2	6	4	2	 
116	2	5	 	 	 	 	 	9	2	5	3	6	1	6	 
116	2	4	 	 	 	 	 	9	4	5	2	5	2	1	 
116	2	4	 	 	 	 	 	9	2	5	2	4	6	5	 
116	2	4	 	 	 	 	 	9	3	5	2	6	4	6	 
116	2	4	 	 	 	 	 	9	4	6	2	10	2	2	 
116	2	4	 	 	 	 	 	9	3	4	2	9	2	2	 
116	2	4	 	 	 	 	 	9	1	5	2	5	1	6	 
116	2	4	 	 	 	 	 	9	1	6	2	1	2	2	 
116	2	4	 	 	 	 	 	9	1	5	2	3	4	1	 
116	2	4	 	 	 	 	 	9	1	5	3	5	4	1	 
116	2	5	 	 	 	 	 	9	1	5	2	6	4	1	 
116	2	1	 	 	 	 	 	9	3	4	2	5	4	1	 
201	1	1	 	 	 	 	 	1	1	6	2	4	2	2	 
201	1	2	 	 	 	 	 	2	9	10	1	6	6	2	 
201	1	1	 	 	 	 	 	1	1	4	2	6	2	2	 
201	1	5	 	 	 	 	 	2	9	14	1	4	6	1	 
201	1	1	 	 	 	 	 	1	9	6	2	5	2	2	 
201	1	2	 	 	 	 	 	1	9	6	2	5	2	2	 
201	1	1	 	 	 	 	 	1	9	6	2	4	2	2	1
201	1	1	 	 	 	 	 	2	9	6	2	4	2	2	 
201	1	2	 	 	 	 	 	2	9	6	2	6	2	5	 
201	1	9	 	 	 	 	 	1	9	6	2	6	2	2	1
201	1	2	 	 	 	 	 	2	9	10	2	3	5	9	3
201	1	2	 	 	 	 	 	1	9	5	2	5	5	9	3
201	2	4	 	 	 	 	 	2	9	5	2	4	1	4	 
201	2	4	 	 	 	 	 	2	9	6	1	7	2	5	 
201	2	1	 	 	 	 	 	2	9	5	2	5	3	1	 
201	2	1	 	 	 	 	 	2	9	6	1	10	2	2	 
201	2	5	 	 	 	 	 	2	9	6	2	9	2	2	 
201	2	4	 	 	 	 	 	2	9	4	2	3	1	9	 
201	2	4	 	 	 	 	 	2	9	6	3	99	2	1	 
201	2	4	 	 	 	 	 	2	9	5	2	99	6	5	 
201	2	4	 	 	 	 	 	2	9	5	2	99	1	1	 
201	2	1	 	 	 	 	 	2	9	6	2	5	2	2	 
201	2	1	 	 	 	 	 	2	9	6	2	7	2	2	 
201	2	4	 	 	 	 	 	1	9	6	2	6	2	2	 
201	2	4	 	 	 	 	 	2	9	10	2	7	6	2	 
201	2	4	 	 	 	 	 	2	9	4	2	6	6	6	 
201	2	4	 	 	 	 	 	2	9	5	2	10	1	6	 
202	1	9	 	 	 	 	 	9	1	6	2	2	2	2	1
202	1	9	 	 	 	 	 	9	1	1	2	8	2	2	 
202	1	9	 	 	 	 	 	9	2	1	2	2	2	2	 
202	1	9	 	 	 	 	 	9	1	1	2	3	2	2	 
202	1	9	 	 	 	 	 	9	2	6	2	7	5	1	3
202	1	9	 	 	 	 	 	9	3	6	2	6	2	2	 
202	1	9	 	 	 	 	 	9	1	6	2	5	2	2	 
202	1	9	 	 	 	 	 	9	2	1	2	5	2	2	 
202	1	9	 	 	 	 	 	9	1	1	2	5	2	2	 
202	1	9	 	 	 	 	 	9	4	1	2	13	2	2	 
202	1	9	 	 	 	 	 	9	1	1	2	8	2	2	 
202	1	9	 	 	 	 	 	9	2	1	2	7	2	2	 
202	1	9	 	 	 	 	 	9	1	4	2	6	2	2	 
202	2	4	 	 	 	 	 	9	3	6	2	8	1	2	 
202	2	4	 	 	 	 	 	9	1	5	2	2	1	1	2
202	2	5	 	 	 	 	 	9	4	1	2	6	1	6	 
202	2	4	 	 	 	 	 	9	2	11	2	5	1	6	 
202	2	5	 	 	 	 	 	9	2	5	2	5	1	6	 
202	2	4	 	 	 	 	 	9	1	5	2	5	1	6	 
202	2	4	 	 	 	 	 	9	3	5	2	5	1	6	2
202	2	4	 	 	 	 	 	9	2	1	2	7	1	6	 
202	2	4	 	 	 	 	 	9	1	14	2	1	1	6	 
202	2	5	 	 	 	 	 	9	1	14	2	3	1	6	 
202	2	5	 	 	 	 	 	9	7	5	2	4	6	1	 
202	2	4	 	 	 	 	 	9	1	11	3	5	1	6	 
202	2	5	 	 	 	 	 	9	1	1	2	3	1	6	 
202	2	4	 	 	 	 	 	9	4	1	2	6	1	6	 
202	2	4	 	 	 	 	 	9	1	1	2	9	1	6	2
202	2	4	 	 	 	 	 	9	2	9	2	6	1	6	 
202	2	5	 	 	 	 	 	9	1	1	2	7	1	6	 
202	2	5	 	 	 	 	 	9	1	8	2	2	1	6	 
202	2	4	 	 	 	 	 	9	1	1	2	4	1	6	 
202	2	5	 	 	 	 	 	9	3	1	2	6	1	6	2
202	2	5	1	 	 	 	 	9	3	1	2	6	1	6	2
203	1	1	 	 	 	 	 	9	2	6	2	6	2	1	1
203	1	6	 	 	 	 	 	9	1	5	2	4	6	1	1
203	1	2	 	 	 	 	 	9	3	1	2	7	9	1	1
203	2	4	 	 	 	 	 	9	2	10	2	8	6	9	1
203	2	4	 	 	 	 	 	9	2	10	2	5	6	9	 
203	2	4	 	 	 	 	 	9	2	14	3	7	1	3	 
203	2	4	 	 	 	 	 	9	2	6	2	5	6	6	 
203	2	1	 	 	 	 	 	9	2	5	3	5	1	9	 
203	2	4	 	 	 	 	 	9	2	7	3	4	1	1	 
203	2	4	 	 	 	 	 	9	4	11	3	8	1	6	 
203	2	4	 	 	 	 	 	9	2	14	3	3	1	9	 
203	2	4	 	 	 	 	 	9	1	6	2	8	2	9	 
203	2	4	 	 	 	 	 	9	1	5	3	7	1	9	 
204	1	2	 	 	 	 	 	9	2	10	2	5	4	9	 
204	1	5	 	 	 	 	 	9	3	1	2	6	1	2	 
204	1	2	 	 	 	 	 	9	1	10	2	5	1	1	 
204	1	5	 	 	 	 	 	9	2	11	2	5	1	3	1
204	1	5	 	 	 	 	 	9	1	4	2	6	2	2	 
204	1	2	 	 	 	 	 	9	1	14	3	5	4	9	 
204	1	5	 	 	 	 	 	9	2	4	3	5	2	2	 
204	1	2	 	 	 	 	 	9	2	10	2	6	1	1	 
204	1	5	 	 	 	 	 	9	4	4	2	7	2	1	1
204	1	2	 	 	 	 	 	9	3	6	2	6	2	1	 
204	1	5	 	 	 	 	 	9	7	13	9	99	6	1	 
204	1	2	 	 	 	 	 	9	2	1	2	6	2	2	 
204	1	2	 	 	 	 	 	9	2	11	3	4	1	9	 
204	1	1	 	 	 	 	 	9	7	13	9	99	6	5	 
204	1	2	 	 	 	 	 	9	3	14	2	5	8	9	 
204	1	5	 	 	 	 	 	9	1	5	2	4	1	1	 
