gakkou	seibetu	q2_1	q2_2	q2_3	q2_4	q2_5	q2_6	q3.1	q3.2	q4.1	q4.3.1	q4.3.2	q5	q7	q8
914	1	3	 	 	 	 	 	1	9	1	9	7	2	2	 
914	1	3	 	 	 	 	 	1	9	1	9	8	2	2	 
914	2	4	 	 	 	 	 	2	9	1	9	9	2	9	2
914	2	4	 	 	 	 	 	2	9	1	9	6	2	9	2
914	2	4	 	 	 	 	 	2	9	1	9	9	2	9	2
914	2	4	 	 	 	 	 	1	9	1	9	7	2	9	2
914	2	4	 	 	 	 	 	2	9	1	9	7	2	9	 
914	2	4	 	 	 	 	 	2	9	14	9	3	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	8	2	9	2
914	2	4	 	 	 	 	 	2	9	1	9	8	2	9	2
914	2	5	 	 	 	 	 	2	9	1	9	2	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	7	2	9	 
914	2	5	 	 	 	 	 	2	9	1	9	9	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	6	2	9	 
914	2	4	 	 	 	 	 	2	9	5	9	7	2	9	2
914	2	4	 	 	 	 	 	2	9	1	9	9	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	6	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	4	2	9	 
914	2	4	 	 	 	 	 	2	9	14	9	5	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	7	2	9	2
914	2	4	 	 	 	 	 	2	9	1	9	9	2	9	 
914	2	5	 	 	 	 	 	2	9	13	9	7	2	9	2
914	2	4	 	 	 	 	 	2	9	10	9	10	9	9	2
914	2	4	 	 	 	 	 	2	9	1	9	4	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	8	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	5	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	7	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	3	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	7	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	12	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	9	2	9	2
914	2	5	 	 	 	 	 	2	9	1	9	9	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	10	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	11	2	9	 
914	2	4	 	 	 	 	 	2	9	1	9	10	2	9	 
914	2	9	 	 	 	 	 	2	9	1	9	7	2	9	 
915	1	5	 	 	 	 	 	2	2	4	2	9	2	2	 
915	1	2	 	 	 	 	 	1	3	6	3	3	2	2	 
915	1	5	 	 	 	 	 	2	1	6	3	4	4	1	1
915	1	1	 	 	 	 	 	1	1	4	2	6	2	2	1
915	1	1	 	 	 	 	 	2	3	10	3	4	6	1	1
915	1	5	 	 	 	 	 	2	2	1	2	10	2	1	1
915	1	1	 	 	 	 	 	2	3	6	2	10	2	1	 
915	1	2	 	 	 	 	 	2	4	6	2	11	4	1	 
915	1	3	 	 	 	 	 	1	1	1	2	10	2	2	 
915	1	1	 	 	 	 	 	2	2	4	2	9	2	1	1
915	1	3	 	 	 	 	 	1	1	1	3	6	4	2	 
915	1	5	 	 	 	 	 	2	2	1	2	7	2	2	1
915	1	2	 	 	 	 	 	2	2	1	2	8	8	1	 
915	1	1	 	 	 	 	 	1	1	6	2	5	2	2	 
915	1	3	 	 	 	 	 	1	3	1	3	10	2	1	 
915	1	2	 	 	 	 	 	1	1	4	2	4	2	2	 
915	1	3	 	 	 	 	 	2	5	1	2	6	2	5	 
915	1	2	 	 	 	 	 	2	2	6	3	7	4	1	 
915	1	2	 	 	 	 	 	1	1	1	2	6	2	2	 
915	1	2	 	 	 	 	 	2	2	1	2	9	4	1	 
915	1	2	 	 	 	 	 	2	2	1	2	6	4	1	 
915	1	3	 	 	 	 	 	1	1	1	2	9	4	1	 
915	1	3	 	 	 	 	 	1	1	10	2	2	2	1	 
915	1	2	 	 	 	 	 	1	1	12	2	7	6	3	 
915	1	2	 	 	 	 	 	1	1	14	2	5	9	9	 
915	1	1	 	 	 	 	 	1	1	6	2	7	3	2	1
915	2	4	 	 	 	 	 	2	1	6	2	7	2	6	 
915	2	4	 	 	 	 	 	2	1	6	2	4	6	3	 
915	2	4	 	 	 	 	 	2	3	1	2	11	1	6	 
915	2	4	 	 	 	 	 	2	4	1	2	10	4	1	 
915	2	4	 	 	 	 	 	2	1	6	2	8	2	2	2
915	2	4	 	 	 	 	 	2	2	6	2	6	2	2	 
915	2	4	 	 	 	 	 	2	1	1	2	8	2	2	 
915	2	4	 	 	 	 	 	2	2	6	2	9	4	1	 
915	2	4	 	 	 	 	 	2	1	6	2	5	2	2	 
915	2	4	 	 	 	 	 	2	2	14	3	9	4	1	2
915	2	4	 	 	 	 	 	2	3	1	2	7	2	2	1
915	2	4	 	 	 	 	 	2	1	10	2	6	1	6	 
915	2	4	 	 	 	 	 	2	1	1	2	8	2	1	 
915	2	4	 	 	 	 	 	2	3	4	2	5	1	6	 
915	2	4	 	 	 	 	 	2	1	1	2	6	2	2	 
915	2	4	 	 	 	 	 	2	3	1	2	8	1	6	 
915	2	4	 	 	 	 	 	2	2	4	2	7	1	1	 
915	2	4	 	 	 	 	 	2	1	10	3	6	1	1	 
915	2	4	 	 	 	 	 	2	2	6	2	5	6	6	 
915	2	4	 	 	 	 	 	2	2	4	2	5	1	1	 
915	2	4	 	 	 	 	 	2	3	1	2	6	2	4	 
915	2	5	 	 	 	 	 	2	1	11	2	7	3	3	1
915	2	4	 	 	 	 	 	2	4	1	2	6	2	4	 
915	2	4	 	 	 	 	 	2	1	1	2	7	6	4	 
915	2	4	 	 	 	 	 	2	3	1	2	5	1	4	 
915	2	4	 	 	 	 	 	2	1	1	2	9	1	4	 
915	2	4	 	 	 	 	 	2	3	1	2	4	1	4	 
915	2	4	 	 	 	 	 	2	1	6	3	4	1	6	 
915	2	4	 	 	 	 	 	2	2	1	2	8	1	4	 
915	2	4	 	 	 	 	 	2	3	1	2	11	2	4	 
915	2	4	 	 	 	 	 	2	1	1	3	6	4	6	 
915	2	4	 	 	 	 	 	2	4	14	2	7	4	1	 
915	2	4	 	 	 	 	 	2	3	1	3	5	1	1	 
915	2	4	 	 	 	 	 	2	2	1	2	6	4	1	 
915	2	4	 	 	 	 	 	2	3	6	2	7	4	1	 
915	2	4	 	 	 	 	 	2	2	14	3	5	4	1	 
915	2	4	 	 	 	 	 	2	1	1	2	8	2	2	 
916	1	5	 	 	 	 	 	9	3	1	2	8	2	1	1
916	1	3	 	 	 	 	 	1	1	1	2	9	2	2	 
916	1	2	 	 	 	 	 	9	3	1	3	11	2	1	 
916	1	3	 	 	 	 	 	1	1	1	2	8	2	2	 
916	1	3	 	 	 	 	 	1	1	1	2	9	2	2	 
916	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
916	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
916	1	3	 	 	 	 	 	1	1	1	3	4	2	2	 
916	1	3	 	 	 	 	 	9	3	10	2	12	2	1	 
916	1	5	 	 	 	 	 	9	2	10	2	5	2	1	1
916	1	3	 	 	 	 	 	1	1	1	3	5	2	2	 
916	1	5	 	 	 	 	 	1	1	6	2	8	2	2	1
916	1	3	 	 	 	 	 	9	4	1	3	5	6	1	 
916	1	2	 	 	 	 	 	9	2	1	2	6	2	1	 
916	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
916	1	3	 	 	 	 	 	9	2	1	3	6	2	1	 
916	1	3	 	 	 	 	 	1	1	1	2	11	2	2	 
916	1	2	 	 	 	 	 	9	2	1	3	5	2	1	 
916	1	2	 	 	 	 	 	9	3	1	2	6	2	1	 
916	1	2	 	 	 	 	 	1	1	1	2	7	2	2	 
916	1	2	 	 	 	 	 	9	2	1	2	7	2	1	 
916	1	9	 	 	 	 	 	9	2	1	2	8	5	1	3
916	2	4	 	 	 	 	 	9	4	1	2	10	1	6	 
916	2	4	 	 	 	 	 	9	3	1	3	9	1	1	 
916	2	4	 	 	 	 	 	9	2	1	2	8	1	6	 
916	2	4	 	 	 	 	 	9	3	1	2	7	1	6	 
916	2	4	 	 	 	 	 	9	2	1	2	5	1	6	 
916	2	4	 	 	 	 	 	9	6	1	2	5	1	1	 
916	2	4	 	 	 	 	 	9	2	1	3	11	1	6	 
916	2	4	 	 	 	 	 	9	2	1	2	6	1	6	 
916	2	4	 	 	 	 	 	9	2	1	2	6	1	6	 
916	2	4	 	 	 	 	 	9	2	1	2	6	1	6	 
916	2	4	 	 	 	 	 	9	3	1	2	12	1	6	 
916	2	4	 	 	 	 	 	9	1	1	2	9	1	6	 
916	2	4	 	 	 	 	 	9	2	1	3	8	1	6	 
916	2	4	 	 	 	 	 	9	4	11	3	4	1	6	 
916	2	4	 	 	 	 	 	9	1	1	3	7	1	6	 
916	2	4	 	 	 	 	 	9	4	1	2	6	1	6	 
916	2	4	 	 	 	 	 	9	1	1	2	7	1	6	 
916	2	4	 	 	 	 	 	9	1	1	2	5	1	6	 
916	2	4	 	 	 	 	 	9	1	10	2	8	1	6	 
916	2	4	 	 	 	 	 	9	2	1	2	5	1	6	 
916	2	4	 	 	 	 	 	9	2	1	2	7	1	6	 
916	2	4	 	 	 	 	 	9	1	1	2	6	1	6	 
916	2	4	 	 	 	 	 	9	3	1	2	8	1	6	 
916	2	5	 	 	 	 	 	9	3	1	2	9	1	6	 
916	2	4	 	 	 	 	 	9	3	1	2	9	1	6	 
916	2	4	 	 	 	 	 	9	3	1	3	5	1	6	 
916	2	4	 	 	 	 	 	9	2	1	3	6	1	6	 
916	2	4	 	 	 	 	 	9	2	1	3	9	1	6	 
916	2	4	 	 	 	 	 	9	2	1	2	6	1	6	 
916	2	4	 	 	 	 	 	9	2	1	2	5	1	6	 
916	2	4	 	 	 	 	 	9	1	1	2	5	1	6	 
916	2	4	 	 	 	 	 	9	3	1	2	6	1	6	 
916	2	4	 	 	 	 	 	9	1	1	2	7	1	6	 
916	2	4	 	 	 	 	 	9	2	1	2	5	1	6	 
916	2	4	 	 	 	 	 	9	2	1	2	11	1	6	 
916	2	4	 	 	 	 	 	9	1	1	2	6	1	6	 
916	2	9	 	 	 	 	 	9	2	1	9	11	5	1	3
916	2	9	 	 	 	 	 	9	1	1	2	99	5	1	3
917	1	3	 	 	 	 	 	1	1	1	2	8	2	2	1
917	1	3	 	 	 	 	 	1	1	1	2	6	2	2	1
917	1	3	 	 	 	 	 	1	2	1	2	6	2	2	 
917	1	3	 	 	 	 	 	1	1	1	2	8	2	2	 
917	1	3	 	 	 	 	 	1	1	1	2	6	2	2	1
917	1	3	 	 	 	 	 	1	1	1	2	8	2	2	 
917	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
917	1	3	 	 	 	 	 	1	1	1	2	7	2	2	1
917	1	3	 	 	 	 	 	1	1	1	2	6	2	2	1
917	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
917	1	3	 	 	 	 	 	1	1	1	2	4	2	2	 
917	1	3	 	 	 	 	 	1	2	1	2	6	2	2	 
917	1	3	 	 	 	 	 	1	1	1	2	7	2	2	 
917	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
917	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
917	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
917	2	4	 	 	 	 	 	9	1	1	2	7	1	2	 
917	2	4	 	 	 	 	 	9	2	1	2	6	1	9	 
917	2	4	 	 	 	 	 	9	1	1	2	4	1	9	 
917	2	4	 	 	 	 	 	9	2	1	2	6	1	9	 
917	2	4	 	 	 	 	 	9	1	10	2	5	1	9	 
917	2	4	 	 	 	 	 	9	2	1	2	6	1	9	 
917	2	4	 	 	 	 	 	9	3	1	2	8	1	9	 
917	2	4	 	 	 	 	 	9	3	1	2	5	1	9	 
917	2	4	 	 	 	 	 	9	3	1	2	6	1	9	 
917	2	4	 	 	 	 	 	9	1	1	2	5	1	9	 
917	2	4	 	 	 	 	 	9	2	1	2	6	1	9	 
917	2	4	 	 	 	 	 	9	3	1	2	7	1	9	 
917	2	4	 	 	 	 	 	9	1	1	2	5	1	9	 
917	2	4	 	 	 	 	 	9	3	1	2	8	1	9	 
917	2	4	 	 	 	 	 	9	2	1	2	6	1	9	 
917	2	4	 	 	 	 	 	9	4	1	2	7	1	9	 
917	2	4	 	 	 	 	 	9	2	10	2	5	1	1	 
917	2	4	 	 	 	 	 	9	2	10	2	7	1	1	 
917	2	4	 	 	 	 	 	9	2	1	2	6	1	9	 
917	2	4	 	 	 	 	 	9	1	1	2	6	1	9	 
917	2	4	 	 	 	 	 	9	2	1	2	8	2	5	 
917	2	4	 	 	 	 	 	9	1	1	2	7	2	5	 
917	2	4	 	 	 	 	 	9	3	1	2	5	2	5	 
917	2	4	 	 	 	 	 	9	2	1	2	6	2	5	 
917	2	4	 	 	 	 	 	9	2	1	2	7	2	5	 
917	2	4	 	 	 	 	 	9	3	1	2	7	2	5	 
917	2	4	 	 	 	 	 	9	2	1	2	6	2	5	 
917	2	4	 	 	 	 	 	9	3	1	2	5	2	5	1
917	2	4	 	 	 	 	 	9	1	1	2	6	2	5	 
918	1	3	 	 	 	 	 	1	1	1	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	99	2	2	 
918	1	1	 	 	 	 	 	1	1	6	2	99	2	2	 
918	1	2	 	 	 	 	 	9	2	4	2	99	2	2	 
918	1	1	 	 	 	 	 	1	1	6	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	1	99	2	2	 
918	1	1	 	 	 	 	 	1	1	6	2	99	2	2	 
918	1	1	 	 	 	 	 	9	2	6	2	99	2	2	 
918	1	2	 	 	 	 	 	1	1	6	2	99	2	2	 
918	1	1	 	 	 	 	 	9	3	6	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	99	2	2	 
918	1	2	 	 	 	 	 	9	2	4	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	99	2	2	 
918	1	1	 	 	 	 	 	1	1	6	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	99	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	11	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	12	2	2	 
918	1	5	 	 	 	 	 	9	2	1	2	8	2	2	 
918	1	3	 	 	 	 	 	1	1	1	3	4	2	2	 
918	1	2	 	 	 	 	 	9	3	4	3	8	2	2	 
918	1	2	 	 	 	 	 	9	2	3	3	6	2	2	 
918	1	3	 	 	 	 	 	1	1	1	3	7	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	11	2	2	 
918	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
918	1	5	 	 	 	 	 	9	2	15	9	99	9	9	 
918	1	3	 	 	 	 	 	1	1	1	9	7	2	2	 
918	1	3	 	 	 	 	 	1	1	1	3	4	2	2	 
918	1	3	 	 	 	 	 	1	1	1	3	7	2	2	 
918	1	2	 	 	 	 	 	9	2	6	3	5	2	9	 
918	1	3	 	 	 	 	 	1	1	1	2	10	2	2	 
918	1	3	 	 	 	 	 	9	9	15	3	7	2	2	 
918	1	2	 	 	 	 	 	1	1	4	2	5	2	2	 
918	1	1	 	 	 	 	 	1	1	6	2	6	2	2	 
918	1	5	 	 	 	 	 	1	1	6	2	4	2	2	 
918	1	3	 	 	 	 	 	1	1	1	3	4	2	2	 
918	1	1	 	 	 	 	 	1	1	6	2	7	2	2	 
918	1	2	 	 	 	 	 	1	1	6	2	4	2	2	 
918	2	4	 	 	 	 	 	9	1	10	3	6	1	6	 
918	2	4	 	 	 	 	 	9	1	15	3	4	1	6	 
918	2	4	 	 	 	 	 	9	1	1	3	6	2	2	 
918	2	4	 	 	 	 	 	9	1	10	2	99	6	6	 
918	2	4	 	 	 	 	 	9	1	1	2	10	1	6	 
918	2	4	 	 	 	 	 	9	3	4	3	7	1	6	 
918	2	4	 	 	 	 	 	9	1	14	3	6	4	1	 
918	2	4	 	 	 	 	 	9	4	1	2	11	1	6	 
918	2	4	 	 	 	 	 	9	1	4	2	5	1	6	 
918	2	4	 	 	 	 	 	9	4	10	2	4	1	6	 
918	2	4	 	 	 	 	 	9	3	1	2	6	1	6	 
918	2	4	 	 	 	 	 	9	2	1	2	7	1	6	 
918	2	4	 	 	 	 	 	9	3	1	2	11	1	6	2
918	2	4	 	 	 	 	 	9	4	1	2	9	1	6	 
918	2	4	 	 	 	 	 	9	2	1	2	5	1	6	2
918	2	4	 	 	 	 	 	9	1	4	3	7	1	6	 
918	2	4	 	 	 	 	 	9	3	1	2	10	1	6	 
918	2	4	 	 	 	 	 	9	1	1	3	7	1	6	 
918	2	4	 	 	 	 	 	9	1	1	3	6	1	6	 
918	2	4	 	 	 	 	 	9	4	1	2	10	1	1	 
918	2	4	 	 	 	 	 	9	1	15	3	5	5	6	2
918	2	4	 	 	 	 	 	9	2	1	2	6	5	1	2
918	2	4	 	 	 	 	 	9	1	1	2	7	1	6	 
918	2	4	 	 	 	 	 	9	1	1	2	7	1	6	 
918	2	4	 	 	 	 	 	9	2	1	2	9	1	6	 
918	2	4	 	 	 	 	 	9	3	1	3	4	1	1	 
918	2	4	 	 	 	 	 	9	2	1	2	8	2	6	 
918	2	4	 	 	 	 	 	9	1	1	3	5	2	6	 
918	2	4	 	 	 	 	 	9	1	1	3	4	2	6	 
918	2	4	 	 	 	 	 	9	1	4	2	6	2	6	 
918	2	4	 	 	 	 	 	9	1	1	2	7	1	1	2
918	2	4	 	 	 	 	 	9	2	1	2	5	1	6	 
918	2	4	 	 	 	 	 	9	1	10	3	4	1	6	 
918	2	4	 	 	 	 	 	9	2	10	3	4	1	6	 
918	2	4	 	 	 	 	 	9	1	14	3	2	1	1	 
918	2	4	 	 	 	 	 	9	1	5	3	3	1	1	 
918	2	4	 	 	 	 	 	9	1	1	2	7	1	6	 
918	2	4	 	 	 	 	 	9	1	13	3	4	1	4	 
918	2	4	 	 	 	 	 	9	1	1	2	6	1	6	 
918	2	4	 	 	 	 	 	9	2	1	2	7	1	1	 
918	2	4	 	 	 	 	 	9	2	10	2	6	1	1	 
918	2	4	 	 	 	 	 	9	3	1	2	8	1	6	 
918	2	5	 	 	 	 	 	9	2	10	2	4	1	6	 
918	2	4	 	 	 	 	 	9	3	10	2	5	1	6	 
918	2	4	 	 	 	 	 	9	1	10	2	4	1	6	 
918	2	1	 	 	 	 	 	9	4	6	2	6	1	1	 
918	2	5	 	 	 	 	 	9	2	1	2	7	1	6	 
918	2	4	 	 	 	 	 	9	4	1	2	9	1	6	 
918	2	4	 	 	 	 	 	9	4	10	2	6	1	1	 
918	2	4	 	 	 	 	 	9	2	1	2	5	1	6	 
918	2	5	 	 	 	 	 	9	4	1	2	6	1	1	 
918	2	1	 	 	 	 	 	9	1	11	2	4	1	6	 
918	2	4	 	 	 	 	 	9	4	1	2	11	1	6	 
918	2	4	 	 	 	 	 	9	2	1	2	7	1	6	 
918	2	4	 	 	 	 	 	9	2	6	2	7	1	6	 
918	2	4	 	 	 	 	 	9	1	1	2	7	1	6	 
918	2	4	 	 	 	 	 	9	2	1	2	5	1	6	 
918	2	4	 	 	 	 	 	9	1	1	2	6	1	6	 
918	2	4	 	 	 	 	 	9	4	1	2	11	1	1	 
918	2	4	 	 	 	 	 	9	3	1	2	9	1	6	 
919	1	3	 	 	 	 	 	1	1	1	2	8	2	2	 
919	1	2	 	 	 	 	 	9	3	4	2	7	2	2	 
919	1	3	 	 	 	 	 	9	2	1	2	3	2	1	 
919	1	3	 	 	 	 	 	1	1	1	2	10	2	2	 
919	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
919	1	1	 	 	 	 	 	1	1	1	2	5	2	2	 
919	1	3	 	 	 	 	 	1	1	1	2	4	2	2	 
919	1	2	 	 	 	 	 	9	2	1	2	6	2	1	 
919	1	3	 	 	 	 	 	1	1	1	2	7	2	2	 
919	1	3	 	 	 	 	 	1	1	1	9	6	2	2	 
919	1	3	 	 	 	 	 	1	1	1	3	5	2	2	 
919	1	2	 	 	 	 	 	9	2	1	2	3	2	1	 
919	1	2	 	 	 	 	 	9	2	1	2	6	2	1	1
919	1	3	 	 	 	 	 	1	1	1	3	5	2	2	 
919	1	2	 	 	 	 	 	9	2	1	2	5	2	1	 
919	1	1	 	 	 	 	 	9	4	1	2	6	2	1	 
919	1	3	 	 	 	 	 	9	1	1	2	11	2	2	 
919	1	2	 	 	 	 	 	9	2	1	2	5	2	1	 
919	1	3	 	 	 	 	 	9	1	1	2	6	2	1	 
919	1	2	 	 	 	 	 	9	3	1	2	10	2	1	 
919	2	4	 	 	 	 	 	9	2	14	3	3	6	1	 
919	2	4	 	 	 	 	 	9	3	1	2	8	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	10	2	2	 
919	2	4	 	 	 	 	 	9	3	1	2	4	2	2	 
919	2	4	 	 	 	 	 	9	1	1	2	7	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	10	2	2	 
919	2	4	 	 	 	 	 	9	3	1	2	5	2	2	 
919	2	4	 	 	 	 	 	9	3	1	2	6	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	7	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	6	2	2	 
919	2	4	 	 	 	 	 	9	3	1	2	9	2	2	 
919	2	4	 	 	 	 	 	9	1	1	2	5	2	2	 
919	2	4	 	 	 	 	 	9	1	1	2	4	2	2	 
919	2	4	 	 	 	 	 	9	1	1	2	3	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	6	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	6	2	2	 
919	2	5	 	 	 	 	 	9	3	1	2	6	2	2	 
919	2	4	 	 	 	 	 	9	3	1	2	5	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	6	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	8	2	2	 
919	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
919	2	4	 	 	 	 	 	9	2	1	3	4	1	2	 
919	2	4	 	 	 	 	 	9	1	1	2	8	1	6	 
919	2	4	 	 	 	 	 	9	1	1	2	5	1	6	 
919	2	4	 	 	 	 	 	9	4	1	2	8	2	1	 
919	2	4	 	 	 	 	 	9	4	1	2	4	2	1	 
919	2	4	 	 	 	 	 	9	4	1	2	6	2	1	 
919	2	4	 	 	 	 	 	9	3	1	2	5	2	2	 
919	2	4	 	 	 	 	 	9	3	1	2	6	2	2	 
1001	1	5	 	 	 	 	 	2	4	11	9	7	2	1	1
1001	1	5	 	 	 	 	 	2	4	1	9	10	2	1	1
1001	1	5	 	 	 	 	 	1	1	6	9	4	2	2	1
1001	1	5	 	 	 	 	 	2	2	14	9	4	2	1	1
1001	1	5	 	 	 	 	 	2	2	4	9	7	2	2	1
1001	1	5	 	 	 	 	 	2	2	11	9	8	6	2	 
1001	1	5	 	 	 	 	 	1	1	6	9	4	2	2	 
1001	1	5	 	 	 	 	 	1	2	1	9	5	2	2	 
1001	1	5	 	 	 	 	 	1	1	3	9	6	2	2	 
1001	1	5	 	 	 	 	 	1	1	8	9	4	2	2	 
1001	1	5	 	 	 	 	 	2	1	8	9	6	6	5	 
1001	1	5	 	 	 	 	 	1	1	3	9	6	2	2	 
1001	1	5	 	 	 	 	 	1	1	6	9	8	2	2	1
1001	1	5	 	 	 	 	 	2	3	4	9	9	2	5	 
1001	1	5	 	 	 	 	 	1	1	4	9	6	6	2	1
1001	1	5	 	 	 	 	 	1	1	4	9	4	2	2	 
1001	1	5	 	 	 	 	 	2	1	5	9	4	1	2	 
1001	1	5	 	 	 	 	 	1	3	11	9	7	1	5	 
1001	1	5	 	 	 	 	 	1	1	6	9	6	2	2	 
1001	1	5	 	 	 	 	 	2	2	5	9	6	2	1	 
1001	1	5	 	 	 	 	 	1	1	14	9	4	4	1	1
1001	1	5	 	 	 	 	 	2	3	6	9	6	2	2	1
1001	1	5	 	 	 	 	 	2	3	3	9	5	2	2	1
1001	1	5	 	 	 	 	 	2	6	3	9	7	2	2	 
1001	1	5	 	 	 	 	 	2	5	3	9	4	2	2	 
1001	1	5	 	 	 	 	 	1	1	6	9	9	2	1	1
1001	1	5	 	 	 	 	 	1	2	6	9	5	2	1	1
1001	1	5	 	 	 	 	 	1	4	6	9	4	2	2	 
1001	1	5	 	 	 	 	 	1	3	6	9	5	2	2	 
1001	1	5	 	 	 	 	 	1	2	6	9	8	2	2	 
1001	1	5	 	 	 	 	 	1	1	6	9	6	2	2	 
1001	1	5	 	 	 	 	 	2	2	4	9	4	2	2	 
1001	1	5	 	 	 	 	 	1	1	6	9	3	2	1	1
1001	1	5	 	 	 	 	 	1	1	6	9	5	2	2	 
1001	1	5	 	 	 	 	 	1	5	10	9	2	1	5	 
1001	1	5	 	 	 	 	 	1	1	6	9	7	2	2	 
1001	1	5	 	 	 	 	 	1	1	6	9	8	2	2	1
1001	2	5	 	 	 	 	 	2	2	14	9	3	1	6	 
1001	2	5	 	 	 	 	 	2	2	3	9	2	1	1	 
1001	2	5	 	 	 	 	 	2	2	5	9	7	6	1	 
1001	2	5	 	 	 	 	 	2	1	4	9	2	1	6	 
1001	2	5	 	 	 	 	 	2	1	10	9	8	1	1	 
1001	2	5	 	 	 	 	 	2	2	6	9	8	9	9	 
1001	2	5	 	 	 	 	 	2	1	4	9	3	1	5	 
1001	2	5	 	 	 	 	 	2	1	4	9	7	1	5	 
1001	2	5	 	 	 	 	 	2	5	6	9	2	4	9	 
1001	2	5	 	 	 	 	 	2	3	6	9	7	1	1	2
1001	2	5	 	 	 	 	 	2	3	4	9	9	5	4	 
1001	2	5	 	 	 	 	 	2	1	10	9	5	1	6	 
1001	2	5	 	 	 	 	 	2	2	7	9	6	1	1	 
1001	2	5	 	 	 	 	 	2	1	5	9	5	1	1	 
1001	2	5	 	 	 	 	 	2	1	4	9	2	1	1	 
1001	2	5	 	 	 	 	 	2	3	10	9	7	1	6	 
1001	2	5	 	 	 	 	 	2	1	11	9	6	1	6	 
1001	2	5	 	 	 	 	 	2	2	8	9	11	1	6	 
1001	2	5	 	 	 	 	 	2	2	14	9	9	1	6	 
1001	2	5	 	 	 	 	 	1	1	7	9	2	1	1	 
1002	1	9	 	 	 	 	 	9	1	6	2	5	2	2	1
1002	1	9	 	 	 	 	 	9	1	4	3	7	2	2	1
1002	1	9	 	 	 	 	 	9	1	1	2	7	2	9	1
1002	1	9	 	 	 	 	 	9	1	10	2	6	4	9	1
1002	1	9	 	 	 	 	 	9	2	6	2	5	2	5	1
1002	1	9	 	 	 	 	 	9	2	6	2	10	2	2	 
1002	1	9	 	 	 	 	 	9	2	11	3	6	6	1	 
1002	1	9	 	 	 	 	 	9	6	6	2	4	2	2	 
1002	1	9	 	 	 	 	 	9	2	6	2	99	2	2	 
1002	1	9	 	 	 	 	 	9	1	4	2	6	2	2	 
1002	1	9	 	 	 	 	 	9	1	4	2	5	2	2	 
1002	1	9	 	 	 	 	 	9	3	6	2	4	2	2	 
1002	1	9	 	 	 	 	 	9	3	6	2	6	4	9	 
1002	1	9	 	 	 	 	 	9	3	4	2	8	2	2	 
1002	1	9	 	 	 	 	 	9	1	4	2	5	2	2	 
1002	1	9	 	 	 	 	 	9	1	4	2	7	2	2	 
1002	1	9	 	 	 	 	 	9	2	4	2	6	2	2	 
